sampleID,anti_oxidant,oxidation,H2O,zddp,soot,fuel_dilution,mixture,NLGI,contam
14932,0,1,0,NULL,NULL,NULL,NULL,NULL,0.773
14936,17,0,0,NULL,NULL,NULL,NULL,NULL,1.088
14949,8,0,47,NULL,NULL,NULL,NULL,NULL,0.728
14950,7,0,0,NULL,NULL,NULL,NULL,NULL,0.783
12281,45,0,NULL,NULL,NULL,NULL,NULL,NULL,6.821
15960,0,0,0,NULL,NULL,NULL,NULL,NULL,0.919
14993,6,0,175,NULL,NULL,NULL,NULL,NULL,0.676
14997,10,0,99,NULL,NULL,NULL,NULL,NULL,0.708
15000,0,0,150,NULL,NULL,NULL,NULL,NULL,0.546
15007,9,0,237,NULL,NULL,NULL,NULL,NULL,0.783
15010,3,0,29,NULL,NULL,NULL,NULL,NULL,0.368
15012,3,0,21,NULL,NULL,NULL,NULL,NULL,0.505
15016,34,0,438,NULL,NULL,NULL,NULL,NULL,0.596
15024,0,0,242,NULL,NULL,NULL,NULL,NULL,0.402
15026,0,0,0,NULL,NULL,NULL,NULL,NULL,0.512
15029,14,0,208,NULL,NULL,NULL,NULL,NULL,0.442
15046,55,0,62,NULL,NULL,NULL,NULL,NULL,0.453
15052,1,0,106,NULL,NULL,NULL,NULL,NULL,0.13
15095,18,0,118,NULL,NULL,NULL,NULL,NULL,0.968
15246,0,0,311,NULL,NULL,NULL,NULL,NULL,0.566
15249,72,0,403,NULL,NULL,NULL,NULL,NULL,0.817
15252,60,0,396,NULL,NULL,NULL,NULL,NULL,1.027
15255,7,0,88,NULL,NULL,NULL,NULL,NULL,0.443
15258,57,0,0,NULL,NULL,NULL,NULL,NULL,14.668
15261,16,0,0,NULL,NULL,NULL,NULL,NULL,14.651
15412,5,0,462,NULL,NULL,NULL,NULL,NULL,4.209
15419,5,0,480,NULL,NULL,NULL,NULL,NULL,4.918
15421,23,0,445,NULL,NULL,NULL,NULL,NULL,4.572
15423,17,0,565,NULL,NULL,NULL,NULL,NULL,4.296
15425,35,0,350,NULL,NULL,NULL,NULL,NULL,3.711
15543,42,0,17,NULL,NULL,NULL,NULL,NULL,0.677
15575,1,0,87,NULL,NULL,NULL,NULL,NULL,0.471
15622,0,0,31,NULL,NULL,NULL,NULL,NULL,0.624
15625,36,0,0,NULL,NULL,NULL,NULL,NULL,0.572
15628,7,0,0,NULL,NULL,NULL,NULL,NULL,0.643
15870,28,0,72,NULL,NULL,NULL,NULL,NULL,0.653
15942,5,0,322,NULL,NULL,NULL,NULL,NULL,0.831
15945,33,0,222,NULL,NULL,NULL,NULL,NULL,0.701
16106,1,0,156,NULL,NULL,NULL,NULL,NULL,0.839
16113,24,0,156,NULL,NULL,NULL,NULL,NULL,0.716
16158,38,1,0,NULL,NULL,NULL,NULL,NULL,7.967
16165,86,0,0,NULL,NULL,NULL,NULL,NULL,7.09
16183,6,0,0,NULL,NULL,NULL,NULL,NULL,5.976
16187,7,0,240,NULL,NULL,NULL,NULL,NULL,0.641
16189,0,0,21,NULL,NULL,NULL,NULL,NULL,0.799
16191,3,0,3,NULL,NULL,NULL,NULL,NULL,0.702
16207,28,0,590,NULL,NULL,NULL,NULL,NULL,0.814
16209,10,0,98,NULL,NULL,NULL,NULL,NULL,0.728
16213,10,0,0,NULL,NULL,NULL,NULL,NULL,0.85
16219,6,0,0,NULL,NULL,NULL,NULL,NULL,0.985
16229,18,0,0,NULL,NULL,NULL,NULL,NULL,0.809
16230,16,0,0,NULL,NULL,NULL,NULL,NULL,0.796
16233,9,0,0,NULL,NULL,NULL,NULL,NULL,0.842
16234,28,0,0,NULL,NULL,NULL,NULL,NULL,0.891
16239,19,0,0,NULL,NULL,NULL,NULL,NULL,0.773
16242,18,0,0,NULL,NULL,NULL,NULL,NULL,0.857
16261,5,0,0,NULL,NULL,NULL,NULL,NULL,0.863
16264,24,0,0,NULL,NULL,NULL,NULL,NULL,0.785
16272,19,0,0,NULL,NULL,NULL,NULL,NULL,5.97
16275,5,0,244,NULL,NULL,NULL,NULL,NULL,6.93
16277,0,0,224,NULL,NULL,NULL,NULL,NULL,0.808
16280,8,0,321,NULL,NULL,NULL,NULL,NULL,0.807
16283,10,0,292,NULL,NULL,NULL,NULL,NULL,0.764
16286,43,0,450,NULL,NULL,NULL,NULL,NULL,0.793
16289,13,0,412,NULL,NULL,NULL,NULL,NULL,0.759
16293,56,0,382,NULL,NULL,NULL,NULL,NULL,0.956
16296,2,0,33,NULL,NULL,NULL,NULL,NULL,0.937
16299,35,0,229,NULL,NULL,NULL,NULL,NULL,0.906
16303,0,0,110,NULL,NULL,NULL,NULL,NULL,0.778
16305,10,0,166,NULL,NULL,NULL,NULL,NULL,0.734
16308,5,0,151,NULL,NULL,NULL,NULL,NULL,0.819
16316,0,0,322,NULL,NULL,NULL,NULL,NULL,0.774
16327,24,0,343,NULL,NULL,NULL,NULL,NULL,0.745
16350,0,0,325,NULL,NULL,NULL,NULL,NULL,0.945
16351,11,0,88,NULL,NULL,NULL,NULL,NULL,2.727
16359,7,0,411,NULL,NULL,NULL,NULL,NULL,0.926
16383,21,0,246,NULL,NULL,NULL,NULL,NULL,3.672
16386,22,1,172,NULL,NULL,NULL,NULL,NULL,1.014
16426,3,0,158,NULL,NULL,NULL,NULL,NULL,0.786
16694,21,0,2831,NULL,NULL,NULL,NULL,NULL,1.786
16695,20,0,2798,NULL,NULL,NULL,NULL,NULL,9.996
16698,12,0,3002,NULL,NULL,NULL,NULL,NULL,1.632
16699,15,0,3219,NULL,NULL,NULL,NULL,NULL,9.735
16701,10,0,2496,NULL,NULL,NULL,NULL,NULL,9.08
16886,25,0,3812,NULL,NULL,NULL,NULL,NULL,1.564
16892,14,0,3833,NULL,NULL,NULL,NULL,NULL,1.333
16983,18,0,2986,NULL,NULL,NULL,NULL,NULL,7.513
17054,31,0,2202,NULL,NULL,NULL,NULL,NULL,1.667
17057,26,2,1661,NULL,NULL,NULL,NULL,NULL,1.378
17060,80,1,2354,NULL,NULL,NULL,NULL,NULL,1.506
17065,33,0,2106,NULL,NULL,NULL,NULL,NULL,1.611
17111,0,0,3067,NULL,NULL,NULL,NULL,NULL,5.124
17197,65,0,3744,NULL,NULL,NULL,NULL,NULL,10.372
17200,35,0,3610,NULL,NULL,NULL,NULL,NULL,10.615
17203,59,0,4502,NULL,NULL,NULL,NULL,NULL,9.352
17206,36,0,3553,NULL,NULL,NULL,NULL,NULL,10.668
17209,0,0,4013,NULL,NULL,NULL,NULL,NULL,10.552
17243,0,0,2107,NULL,NULL,NULL,NULL,NULL,1.461
17245,0,2,2545,NULL,NULL,NULL,NULL,NULL,9.533
17247,26,0,2599,NULL,NULL,NULL,NULL,NULL,1.801
17251,5,0,1898,NULL,NULL,NULL,NULL,NULL,8.178
17255,0,2,1818,NULL,NULL,NULL,NULL,NULL,8.084
17272,14,0,2147,NULL,NULL,NULL,NULL,NULL,1.874
17350,12,0,2005,NULL,NULL,NULL,NULL,NULL,1.75
17355,4,0,2119,NULL,NULL,NULL,NULL,NULL,1.861
17393,17,0,2008,NULL,NULL,NULL,NULL,NULL,1.732
17418,0,1,1827,NULL,NULL,NULL,NULL,NULL,1.447
17467,1,0,1799,NULL,NULL,NULL,NULL,NULL,1.361
17474,15,0,2194,NULL,NULL,NULL,NULL,NULL,1.523
17475,7,0,1679,NULL,NULL,NULL,NULL,NULL,1.393
17479,10,0,2180,NULL,NULL,NULL,NULL,NULL,1.33
17482,7,0,1622,NULL,NULL,NULL,NULL,NULL,1.257
17487,1,0,1413,NULL,NULL,NULL,NULL,NULL,1.45
17492,1,0,1657,NULL,NULL,NULL,NULL,NULL,1.359
17497,22,1,2149,NULL,NULL,NULL,NULL,NULL,1.654
17499,14,0,2211,NULL,NULL,NULL,NULL,NULL,1.624
17501,23,0,2405,NULL,NULL,NULL,NULL,NULL,1.714
17506,28,0,2223,NULL,NULL,NULL,NULL,NULL,1.591
17510,23,0,2080,NULL,NULL,NULL,NULL,NULL,1.741
17512,22,0,2461,NULL,NULL,NULL,NULL,NULL,1.631
17517,18,0,2199,NULL,NULL,NULL,NULL,NULL,1.597
17518,14,0,2210,NULL,NULL,NULL,NULL,NULL,1.58
17525,12,2,2522,NULL,NULL,NULL,NULL,NULL,2.039
17529,27,0,2088,NULL,NULL,NULL,NULL,NULL,1.787
17530,32,0,2368,NULL,NULL,NULL,NULL,NULL,1.822
17535,12,1,2215,NULL,NULL,NULL,NULL,NULL,1.829
17536,1,2,2745,NULL,NULL,NULL,NULL,NULL,1.619
17539,35,0,2949,NULL,NULL,NULL,NULL,NULL,1.738
17558,56,1,1958,NULL,NULL,NULL,NULL,NULL,1.554
17560,24,4,1990,NULL,NULL,NULL,NULL,NULL,1.734
17577,62,0,2407,NULL,NULL,NULL,NULL,NULL,1.73
17580,30,2,1829,NULL,NULL,NULL,NULL,NULL,1.784
17610,44,2,1785,NULL,NULL,NULL,NULL,NULL,1.623
17613,24,1,2103,NULL,NULL,NULL,NULL,NULL,1.757
17639,67,1,1956,NULL,NULL,NULL,NULL,NULL,1.845
17644,34,2,1571,NULL,NULL,NULL,NULL,NULL,1.701
17648,79,0,2428,NULL,NULL,NULL,NULL,NULL,1.736
17664,10,0,2317,NULL,NULL,NULL,NULL,NULL,1.704
17667,0,0,2374,NULL,NULL,NULL,NULL,NULL,1.829
17689,32,0,2586,NULL,NULL,NULL,NULL,NULL,1.939
17692,5,0,2744,NULL,NULL,NULL,NULL,NULL,1.966
17695,2,0,2655,NULL,NULL,NULL,NULL,NULL,1.829
17698,0,0,2667,NULL,NULL,NULL,NULL,NULL,1.901
17701,23,0,1723,NULL,NULL,NULL,NULL,NULL,1.657
17706,11,0,2171,NULL,NULL,NULL,NULL,NULL,2.151
17710,2,0,1834,NULL,NULL,NULL,NULL,NULL,1.838
17715,1,0,2092,NULL,NULL,NULL,NULL,NULL,1.805
17722,44,0,2647,NULL,NULL,NULL,NULL,NULL,2.061
17724,5,0,2885,NULL,NULL,NULL,NULL,NULL,2.043
17957,35,0,2658,NULL,NULL,NULL,NULL,NULL,1.453
17965,25,0,2233,NULL,NULL,NULL,NULL,NULL,1.391
17968,39,0,2550,NULL,NULL,NULL,NULL,NULL,1.571
17971,81,0,2453,NULL,NULL,NULL,NULL,NULL,1.568
17973,33,0,2187,NULL,NULL,NULL,NULL,NULL,1.489
17976,50,0,2368,NULL,NULL,NULL,NULL,NULL,1.674
18235,2,0,3196,NULL,NULL,NULL,NULL,NULL,1.849
18242,26,0,2782,NULL,NULL,NULL,NULL,NULL,1.712
18247,46,0,3608,NULL,NULL,NULL,NULL,NULL,1.587
18250,17,0,2821,NULL,NULL,NULL,NULL,NULL,1.637
18369,19,0,3292,NULL,NULL,NULL,NULL,NULL,1.66
18371,7,0,3787,NULL,NULL,NULL,NULL,NULL,1.497
18375,20,1,3669,NULL,NULL,NULL,NULL,NULL,1.761
18491,12,1,2641,NULL,NULL,NULL,NULL,NULL,1.703
18494,57,1,3456,NULL,NULL,NULL,NULL,NULL,1.935
18497,15,1,2868,NULL,NULL,NULL,NULL,NULL,1.864
18653,9,0,2545,NULL,NULL,NULL,NULL,NULL,6.273
18667,9,0,2066,NULL,NULL,NULL,NULL,NULL,1.477
18670,9,0,2761,NULL,NULL,NULL,NULL,NULL,1.839
18776,4,1,4399,NULL,NULL,NULL,NULL,NULL,1.107
18798,13,0,3407,NULL,NULL,NULL,NULL,NULL,1.568
18799,8,1,3877,NULL,NULL,NULL,NULL,NULL,11.379
18803,9,2,4203,NULL,NULL,NULL,NULL,NULL,1.692
18844,20,1,3996,NULL,NULL,NULL,NULL,NULL,12.201
18858,29,3,4126,NULL,NULL,NULL,NULL,NULL,1.518
18902,15,0,3292,NULL,NULL,NULL,NULL,NULL,1.561
18906,3,0,3690,NULL,NULL,NULL,NULL,NULL,1.447
18909,20,1,4310,NULL,NULL,NULL,NULL,NULL,1.345
18913,18,0,3992,NULL,NULL,NULL,NULL,NULL,1.195
18924,33,1,4392,NULL,NULL,NULL,NULL,NULL,1.325
18926,73,0,3747,NULL,NULL,NULL,NULL,NULL,1.723
18938,38,0,3621,NULL,NULL,NULL,NULL,NULL,12.257
18949,0,1,3959,NULL,NULL,NULL,NULL,NULL,1.577
18951,54,0,4024,NULL,NULL,NULL,NULL,NULL,1.713
18954,27,0,3694,NULL,NULL,NULL,NULL,NULL,1.785
18959,27,0,3260,NULL,NULL,NULL,NULL,NULL,1.294
18960,51,0,3730,NULL,NULL,NULL,NULL,NULL,1.751
18962,28,0,3430,NULL,NULL,NULL,NULL,NULL,1.588
18983,61,0,3674,NULL,NULL,NULL,NULL,NULL,1.417
18984,10,0,3126,NULL,NULL,NULL,NULL,NULL,1.534
18989,16,0,3611,NULL,NULL,NULL,NULL,NULL,1.632
18990,28,0,3634,NULL,NULL,NULL,NULL,NULL,1.477
18997,17,0,3389,NULL,NULL,NULL,NULL,NULL,1.479
18998,0,1,4069,NULL,NULL,NULL,NULL,NULL,1.724
19001,18,0,3149,NULL,NULL,NULL,NULL,NULL,1.531
19005,7,1,3661,NULL,NULL,NULL,NULL,NULL,1.494
19011,34,0,3742,NULL,NULL,NULL,NULL,NULL,1.374
19059,56,0,3573,NULL,NULL,NULL,NULL,NULL,1.513
19060,6,0,3359,NULL,NULL,NULL,NULL,NULL,1.388
19063,2,0,3692,NULL,NULL,NULL,NULL,NULL,1.508
19068,21,0,3008,NULL,NULL,NULL,NULL,NULL,1.592
19069,5,0,3588,NULL,NULL,NULL,NULL,NULL,1.486
19070,0,0,3650,NULL,NULL,NULL,NULL,NULL,7.465
19071,3,0,3253,NULL,NULL,NULL,NULL,NULL,7.416
19074,0,0,3586,NULL,NULL,NULL,NULL,NULL,16.251
19075,0,0,3338,NULL,NULL,NULL,NULL,NULL,12.588
19078,20,0,3504,NULL,NULL,NULL,NULL,NULL,14.564
19121,36,0,3512,NULL,NULL,NULL,NULL,NULL,1.496
19124,6,0,3177,NULL,NULL,NULL,NULL,NULL,1.419
19128,5,0,3732,NULL,NULL,NULL,NULL,NULL,1.509
19130,2,0,3206,NULL,NULL,NULL,NULL,NULL,1.39
19140,2,0,3684,NULL,NULL,NULL,NULL,NULL,1.615
19180,0,0,3270,NULL,NULL,NULL,NULL,NULL,1.802
19186,0,0,2698,NULL,NULL,NULL,NULL,NULL,1.753
19321,52,0,2706,NULL,NULL,NULL,NULL,NULL,1.764
19324,9,0,2578,NULL,NULL,NULL,NULL,NULL,1.54
19327,5,0,2547,NULL,NULL,NULL,NULL,NULL,1.457
19404,0,0,3930,NULL,NULL,NULL,NULL,NULL,1.464
19407,25,0,3882,NULL,NULL,NULL,NULL,NULL,1.442
19410,7,0,4124,NULL,NULL,NULL,NULL,NULL,1.311
19413,21,0,4424,NULL,NULL,NULL,NULL,NULL,1.997
19579,14,0,3212,NULL,NULL,NULL,NULL,NULL,1.174
19582,29,0,3784,NULL,NULL,NULL,NULL,NULL,4.932
19585,5,0,3230,NULL,NULL,NULL,NULL,NULL,1.267
19588,18,0,3216,NULL,NULL,NULL,NULL,NULL,1.504
19591,0,0,2963,NULL,NULL,NULL,NULL,NULL,10.23
19594,11,0,3715,NULL,NULL,NULL,NULL,NULL,8.992
19597,2,0,2933,NULL,NULL,NULL,NULL,NULL,1.514
19769,14,0,3418,NULL,NULL,NULL,NULL,NULL,1.556
19772,59,0,3403,NULL,NULL,NULL,NULL,NULL,1.457
19776,52,0,3534,NULL,NULL,NULL,NULL,NULL,1.504
19831,16,1,2210,NULL,NULL,NULL,NULL,NULL,1.525
19833,5,0,2368,NULL,NULL,NULL,NULL,NULL,1.415
19842,6,0,2582,NULL,NULL,NULL,NULL,NULL,1.732
19951,2,0,2648,NULL,NULL,NULL,NULL,NULL,12.123
19955,7,0,2704,NULL,NULL,NULL,NULL,NULL,2.068
19958,0,0,3142,NULL,NULL,NULL,NULL,NULL,11.313
19960,25,0,3089,NULL,NULL,NULL,NULL,NULL,2.388
19963,9,0,2575,NULL,NULL,NULL,NULL,NULL,2.5
19966,32,0,3498,NULL,NULL,NULL,NULL,NULL,2.26
20132,6,0,3810,NULL,NULL,NULL,NULL,NULL,11.497
20141,6,0,2570,NULL,NULL,NULL,NULL,NULL,1.885
20152,18,0,2582,NULL,NULL,NULL,NULL,NULL,1.762
20154,5,0,2817,NULL,NULL,NULL,NULL,NULL,1.664
20164,15,0,2562,NULL,NULL,NULL,NULL,NULL,1.921
20170,11,0,2480,NULL,NULL,NULL,NULL,NULL,1.809
20176,8,0,2771,NULL,NULL,NULL,NULL,NULL,13.611
20192,0,0,2299,NULL,NULL,NULL,NULL,NULL,7.901
20195,0,0,2274,NULL,NULL,NULL,NULL,NULL,1.734
20199,1,0,2464,NULL,NULL,NULL,NULL,NULL,1.67
20200,0,0,2538,NULL,NULL,NULL,NULL,NULL,1.825
20206,0,0,2674,NULL,NULL,NULL,NULL,NULL,1.715
20209,2,0,2867,NULL,NULL,NULL,NULL,NULL,1.7
20219,0,0,2399,NULL,NULL,NULL,NULL,NULL,1.562
20223,26,0,2735,NULL,NULL,NULL,NULL,NULL,1.924
20226,1,0,2686,NULL,NULL,NULL,NULL,NULL,1.736
20230,1,0,2556,NULL,NULL,NULL,NULL,NULL,1.708
20234,26,0,2924,NULL,NULL,NULL,NULL,NULL,1.827
20237,33,0,3322,NULL,NULL,NULL,NULL,NULL,2.195
20241,17,0,3438,NULL,NULL,NULL,NULL,NULL,1.49
20242,12,0,2564,NULL,NULL,NULL,NULL,NULL,1.758
20245,30,0,3144,NULL,NULL,NULL,NULL,NULL,1.713
20251,5,0,3230,NULL,NULL,NULL,NULL,NULL,1.71
20284,18,0,2958,NULL,NULL,NULL,NULL,NULL,1.689
20322,35,0,2655,NULL,NULL,NULL,NULL,NULL,1.508
20327,11,0,2780,NULL,NULL,NULL,NULL,NULL,10.495
20332,41,0,2742,NULL,NULL,NULL,NULL,NULL,1.499
20335,15,0,2588,NULL,NULL,NULL,NULL,NULL,1.364
20336,12,0,3492,NULL,NULL,NULL,NULL,NULL,1.345
20344,0,0,3517,NULL,NULL,NULL,NULL,NULL,1.55
20436,37,0,2630,NULL,NULL,NULL,NULL,NULL,1.796
20441,30,0,2297,NULL,NULL,NULL,NULL,NULL,1.834
20455,37,0,2816,NULL,NULL,NULL,NULL,NULL,1.748
20458,30,0,2967,NULL,NULL,NULL,NULL,NULL,1.872
20468,11,0,2887,NULL,NULL,NULL,NULL,NULL,2.032
20499,8,0,2787,NULL,NULL,NULL,NULL,NULL,1.75
20606,0,0,3072,NULL,NULL,NULL,NULL,NULL,1.608
20608,0,0,2501,NULL,NULL,NULL,NULL,NULL,1.944
20613,16,0,2510,NULL,NULL,NULL,NULL,NULL,1.064
20858,12,0,2560,NULL,NULL,NULL,NULL,NULL,1.693
20861,38,0,2640,NULL,NULL,NULL,NULL,NULL,1.447
20863,21,0,3275,NULL,NULL,NULL,NULL,NULL,1.525
20865,14,0,2761,NULL,NULL,NULL,NULL,NULL,1.747
20868,14,0,3229,NULL,NULL,NULL,NULL,NULL,1.55
20870,55,0,3652,NULL,NULL,NULL,NULL,NULL,1.486
20872,17,0,4146,NULL,NULL,NULL,NULL,NULL,1.632
20874,12,0,3178,NULL,NULL,NULL,NULL,NULL,1.595
20877,9,0,2471,NULL,NULL,NULL,NULL,NULL,1.671
20880,85,0,3376,NULL,NULL,NULL,NULL,NULL,1.711
20883,20,0,2494,NULL,NULL,NULL,NULL,NULL,1.771
20886,28,1,3853,NULL,NULL,NULL,NULL,NULL,2.357
20996,25,0,3491,NULL,NULL,NULL,NULL,NULL,1.712
20997,0,2,3692,NULL,NULL,NULL,NULL,NULL,1.86
20999,3,0,1421,NULL,NULL,NULL,NULL,NULL,0.131
21096,0,2,2918,NULL,NULL,NULL,NULL,NULL,2.074
21097,21,0,3622,NULL,NULL,NULL,NULL,NULL,1.838
21100,73,0,2867,NULL,NULL,NULL,NULL,NULL,1.878
21104,26,0,2265,NULL,NULL,NULL,NULL,NULL,1.795
21107,40,0,2565,NULL,NULL,NULL,NULL,NULL,1.704
21110,4,0,3520,NULL,NULL,NULL,NULL,NULL,2.114
21111,61,0,3039,NULL,NULL,NULL,NULL,NULL,1.935
21114,7,0,2929,NULL,NULL,NULL,NULL,NULL,1.75
21162,13,0,2517,NULL,NULL,NULL,NULL,NULL,1.818
21168,9,0,2363,NULL,NULL,NULL,NULL,NULL,1.48
21173,2,0,3118,NULL,NULL,NULL,NULL,NULL,1.802
21414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6907,54,0,1776,NULL,NULL,NULL,100,NULL,3.657
7050,39,0,3235,NULL,NULL,NULL,100,NULL,5.959
7250,40,0,2723,NULL,NULL,NULL,100,NULL,31.868
7936,42,0,1858,NULL,NULL,NULL,100,NULL,21.697
8397,66,0,200,NULL,NULL,NULL,100,NULL,3.022
9327,45,0,2219,NULL,NULL,NULL,100,NULL,7.982
9527,53,0,224,NULL,NULL,NULL,100,NULL,2.174
9998,44,0,436,NULL,NULL,NULL,100,NULL,2.163
10759,40,0,371,NULL,NULL,NULL,100,NULL,9.189
14349,64,0,NULL,NULL,NULL,NULL,NULL,23,2.505
14350,75,0,NULL,NULL,NULL,NULL,NULL,61,6.082
14355,62,0,NULL,NULL,NULL,NULL,NULL,15,0.428
14357,81,0,NULL,NULL,NULL,NULL,NULL,69,3.706
14400,69,0,NULL,NULL,NULL,NULL,NULL,16,2.027
14401,68,0,NULL,NULL,NULL,NULL,NULL,17,0.719
14475,42,0,NULL,NULL,NULL,NULL,NULL,55,1.726
14476,33,0,NULL,NULL,NULL,NULL,NULL,25,3.424
14484,70,0,NULL,NULL,NULL,NULL,NULL,80,0.695
14550,74,0,NULL,NULL,NULL,NULL,NULL,13,0.526
14551,66,0,NULL,NULL,NULL,NULL,NULL,64,1.977
14558,68,0,NULL,NULL,NULL,NULL,NULL,12,0.837
14559,77,0,NULL,NULL,NULL,NULL,NULL,69,3.391
14560,64,0,NULL,NULL,NULL,NULL,NULL,25,5.033
14581,74,0,NULL,NULL,NULL,NULL,NULL,62,0.119
14582,62,0,NULL,NULL,NULL,NULL,NULL,17,0.75
14600,71,0,NULL,NULL,NULL,NULL,NULL,16,5.237
14626,75,0,NULL,NULL,NULL,NULL,NULL,53,0.604
14627,68,0,NULL,NULL,NULL,NULL,NULL,16,1.529
14630,81,0,NULL,NULL,NULL,NULL,NULL,12,2.293
14631,73,0,NULL,NULL,NULL,NULL,NULL,59,1.566
14634,83,0,NULL,NULL,NULL,NULL,NULL,29,1.121
14643,77,0,NULL,NULL,NULL,NULL,NULL,0,0.545
14644,77,0,NULL,NULL,NULL,NULL,NULL,57,2.416
14660,76,0,NULL,NULL,NULL,NULL,NULL,45,5.152
14661,67,0,NULL,NULL,NULL,NULL,NULL,15,2.627
14716,78,0,NULL,NULL,NULL,NULL,NULL,63,6.849
14717,66,0,NULL,NULL,NULL,NULL,NULL,23,5.631
14795,72,0,NULL,NULL,NULL,NULL,NULL,15,2.212
14796,81,0,NULL,NULL,NULL,NULL,NULL,59,0.225
14887,78,0,NULL,NULL,NULL,NULL,NULL,0,0.794
14888,67,0,NULL,NULL,NULL,NULL,NULL,57,1.301
14892,67,0,NULL,NULL,NULL,NULL,NULL,47,1.507
14893,77,0,NULL,NULL,NULL,NULL,NULL,0,1.945
14894,67,0,NULL,NULL,NULL,NULL,NULL,53,2.003
14895,77,0,NULL,NULL,NULL,NULL,NULL,0,2.44
14976,65,0,NULL,NULL,NULL,NULL,NULL,20,3.892
14977,73,0,NULL,NULL,NULL,NULL,NULL,37,3.517
14982,67,0,NULL,NULL,NULL,NULL,NULL,20,2.949
14983,74,0,NULL,NULL,NULL,NULL,NULL,37,2.428
14984,66,0,NULL,NULL,NULL,NULL,NULL,21,2.553
14990,51,0,NULL,NULL,NULL,NULL,NULL,19,3.312
14991,72,0,NULL,NULL,NULL,NULL,NULL,41,0.958
15020,46,0,NULL,NULL,NULL,NULL,NULL,11,2.075
15021,79,0,NULL,NULL,NULL,NULL,NULL,51,0.408
15125,68,0,NULL,NULL,NULL,NULL,NULL,58,3.115
15126,65,0,NULL,NULL,NULL,NULL,NULL,16,0.08
15149,66,0,NULL,NULL,NULL,NULL,NULL,21,2.465
15150,70,0,NULL,NULL,NULL,NULL,NULL,42,0.132
15193,77,0,NULL,NULL,NULL,NULL,NULL,61,1.407
15194,79,0,NULL,NULL,NULL,NULL,NULL,0,0.634
15229,74,0,NULL,NULL,NULL,NULL,NULL,60,0.137
15230,63,0,NULL,NULL,NULL,NULL,NULL,17,0.093
15233,78,0,NULL,NULL,NULL,NULL,NULL,66,0.363
15234,65,0,NULL,NULL,NULL,NULL,NULL,17,0.083
15239,69,0,NULL,NULL,NULL,NULL,NULL,59,2.409
15240,80,0,NULL,NULL,NULL,NULL,NULL,0,1.938
15316,82,0,NULL,NULL,NULL,NULL,NULL,40,1.803
15333,51,0,NULL,NULL,NULL,NULL,NULL,55,3.14
15334,75,0,NULL,NULL,NULL,NULL,NULL,0,2.833
15371,78,0,NULL,NULL,NULL,NULL,NULL,57,0.745
15372,80,0,NULL,NULL,NULL,NULL,NULL,0,2.398
15381,80,0,NULL,NULL,NULL,NULL,NULL,59,0.387
15382,82,0,NULL,NULL,NULL,NULL,NULL,0,3.397
15383,78,0,NULL,NULL,NULL,NULL,NULL,68,0.144
15384,78,0,NULL,NULL,NULL,NULL,NULL,0,3.119
15400,72,0,NULL,NULL,NULL,NULL,NULL,12,1.111
15401,71,0,NULL,NULL,NULL,NULL,NULL,53,0.034
15402,65,0,NULL,NULL,NULL,NULL,NULL,23,3.833
15461,63,0,NULL,NULL,NULL,NULL,NULL,13,5.255
15510,74,0,NULL,NULL,NULL,NULL,NULL,56,0.881
15511,73,0,NULL,NULL,NULL,NULL,NULL,11,0.902
15525,71,0,NULL,NULL,NULL,NULL,NULL,49,0.096
15527,75,0,NULL,NULL,NULL,NULL,NULL,67,0.247
15528,68,0,NULL,NULL,NULL,NULL,NULL,17,0.937
15529,70,0,NULL,NULL,NULL,NULL,NULL,55,2.978
15585,73,0,NULL,NULL,NULL,NULL,NULL,15,0.919
15586,79,0,NULL,NULL,NULL,NULL,NULL,54,1.11
15593,65,0,NULL,NULL,NULL,NULL,NULL,18,0.185
15594,71,0,NULL,NULL,NULL,NULL,NULL,59,5.03
15649,77,0,NULL,NULL,NULL,NULL,NULL,70,0.472
15650,67,0,NULL,NULL,NULL,NULL,NULL,0,4.421
15651,68,0,NULL,NULL,NULL,NULL,NULL,67,0.463
15652,62,0,NULL,NULL,NULL,NULL,NULL,0,4.223
15657,75,0,NULL,NULL,NULL,NULL,NULL,55,0.129
15658,76,0,NULL,NULL,NULL,NULL,NULL,0,4.974
15659,69,0,NULL,NULL,NULL,NULL,NULL,61,5.379
15673,64,0,NULL,NULL,NULL,NULL,NULL,56,5.169
15706,62,0,NULL,NULL,NULL,NULL,NULL,22,1.538
15723,70,0,NULL,NULL,NULL,NULL,NULL,37,1.012
15724,67,0,NULL,NULL,NULL,NULL,NULL,21,3.797
15725,68,0,NULL,NULL,NULL,NULL,NULL,46,0.777
15726,66,0,NULL,NULL,NULL,NULL,NULL,20,4.175
15852,68,0,NULL,NULL,NULL,NULL,NULL,83,2.537
15857,71,0,NULL,NULL,NULL,NULL,NULL,0,4.344
15858,70,0,NULL,NULL,NULL,NULL,NULL,60,7.12
15861,64,0,NULL,NULL,NULL,NULL,NULL,56,4.597
15862,68,0,NULL,NULL,NULL,NULL,NULL,0,4.011
15887,82,0,NULL,NULL,NULL,NULL,NULL,55,0.587
15888,48,0,NULL,NULL,NULL,NULL,NULL,13,1.017
15889,92,0,NULL,NULL,NULL,NULL,NULL,54,0.921
15909,28,0,NULL,NULL,NULL,NULL,NULL,40,0.095
