eq_tag_num,lube_component_code,lube_location_code,lcde_id,sample_id,disposition,wr_num,comments,completed_date,enterID,reviewID,PDFFile
3MAFAP01,001,002,"97-AF-8486  ",8486,0," "," ",1997-12-22 00:00:00.000,"0         ","0         ",NULL
3MAFBP01,002,002,"97-AF-8185  ",8185,0," "," ",1997-12-22 00:00:00.000,"0         ","0         ",NULL
3MAFAK01,004,001,"97-AF-8487  ",8487,0," ",Insufficient oil available for Particle count.  Decreased debris level noted.,1997-12-22 00:00:00.000,"0         ","0         ",NULL
3MTCNP01A,002,001,"97-TC-8555  ",8555,0," "," ",1997-12-22 00:00:00.000,"0         ","0         ",NULL
2MRCEP01S,017,155,"02-RC-20346 ",20346,0,2420569,This LE is being written to initiate the database. The original was written on 4-5-02.  This LE is not being written to satisfy an evaluation requirement. Rather to initiate the timeline for an LE previously written outside this database.  It was chacterized as ... The viscosity is just below the criteria.  Oil should either be changed or the diviation from the criteria evaluated to determine if the exception can be accepted.,2002-12-04 17:04:15.000,"99850     ","0         ",NULL
2MRCEE01S,017,176,"02-RC-20388 ",20388,0,2420570,This LE is being written to initiate the database. The original was written on 4-9-02.  This LE is not being written to satisfy an evaluation requirement. Rather to initiate the timeline for an LE previously written outside this database.  It was chacterized as ... Acceptable.,2002-12-04 17:10:40.000,"99850     ","0         ",NULL
2MDGBH01,006,009,"02-DG-22283 ",22283,0,2456794,viscosity as expected. FTIR indicates no dilution. Flash point acceptable on earlier test with no reason to expect change. Oil is acceptable.,2002-12-11 16:19:52.000,"99850     ","0         ","review\02-DG-22283.pdf                                                                                                                                                                                                                                    "
1MOSNT01B,011,060,"02-OS-22323 ",22323,0,00,,2002-12-13 08:55:03.000,"99850     ","0         ",NULL
1MLONT01,016,008,"02-LO-22291 ",22291,0,2566994,LE written for sample 22292. This LE is not required. Software glitch issue is cause for text entry to satisfy software code. No oil issues noted.,2002-12-13 09:04:04.000,"99850     ","0         ",NULL
1MNCNP01B,002,001,"02-NC-22319 ",22319,0,2459715,,2002-12-13 09:38:47.000,"99850     ","0         ",NULL
1MSPBP01,002,004,"02-SP-22281 ",22281,2,2456297,CRDR # 257570 written to document small addition of incorrect oil to this sump.  Oil to be changed at next routine interval due to incorrect oil addition.  Oil is acceptable pending change.,2002-12-17 12:44:11.000,"99850     ","0         ","review\02-SP-22281.pdf                                                                                                                                                                                                                                    "
3JWCNHV0104,097,040,"02-WC-22339 ",22339,0,2513508,,2002-12-19 08:30:59.000,"99850     ","0         ",NULL
2MARNP01C,001,002,"02-AR-22272 ",22272,2,2456566,crdr 2571204 written to document wrong viscosity and to change oil. Recommendation made to shift supervisor and maintenance engineer to change oil as crdr action. Oil has been changed.,2002-12-19 11:40:13.000,"99850     ","0         ",NULL
1JMTNUV0328D,097,040,"02-MT-21941 ",21941,0,2458102,,2002-10-22 12:49:53.000,"99850     ","0         ","nqr\02-MT-21941.pdf                                                                                                                                                                                                                                       "
Bldg,129,009,"02-dg-22014 ",22014,0,UAT TEST,,2002-10-22 12:52:13.000,"02367     ","0         ","nqr\02-dg-22014.pdf                                                                                                                                                                                                                                       "
3JHPAUV0001,097,040,"02-HP-21398 ",21398,2,2455559,WM # 2554985 was written to change oil due to debris load in oil sample,2002-10-22 13:17:21.000,"99850     ","99850     ","tobeprinted\02-HP-21398.pdf                                                                                                                                                                                                                               "
1JCDNUV0214A,097,040,"02-CD-21702 ",21702,0,2455396,wear debris found in sample and CNR written to document.,2002-10-22 15:39:51.000,"99850     ","0         ","nqr\02-CD-21702.pdf                                                                                                                                                                                                                                       "
1JCDNUV0214B,097,040,"02-CD-21703 ",21703,0,2455163,,2002-10-22 15:44:33.000,"99850     ","0         ","nqr\02-CD-21703.pdf                                                                                                                                                                                                                                       "
1JCDNHV0001,097,040,"02-CD-21776 ",21776,0,2455364,cnr # 3339 written. Maint engineer has agreed to lead to write wm to refurb next outage.  Oil properties meet criteria.,2002-10-22 16:26:52.000,"99850     ","0         ","nqr\02-CD-21776.pdf                                                                                                                                                                                                                                       "
1JCDNUV0215A,097,040,"02-CD-21779 ",21779,0,2455398,,2002-10-22 16:32:41.000,"99850     ","0         ","nqr\02-CD-21779.pdf                                                                                                                                                                                                                                       "
1JCDNHV0199,097,040,"02-CD-21739 ",21739,0,2518932,,2002-10-22 16:46:50.000,"99850     ","0         ","nqr\02-CD-21739.pdf                                                                                                                                                                                                                                       "
2JSGNHV0006,097,040,"02-SG-21677 ",21677,0,2455438,,2002-10-22 16:49:51.000,"99850     ","0         ","nqr\02-SG-21677.pdf                                                                                                                                                                                                                                       "
1JMTNUV0328B,097,040,"02-MT-21939 ",21939,0,2455155,,2002-10-22 16:55:43.000,"99850     ","0         ","nqr\02-MT-21939.pdf                                                                                                                                                                                                                                       "
1JFWNHV0074,097,040,"02-FW-21732 ",21732,0,2455411,,2002-10-22 17:09:54.000,"99850     ","0         ","nqr\02-FW-21732.pdf                                                                                                                                                                                                                                       "
1MRCEP01S,017,155,"02-RC-21928 ",21928,1,2477385,This evaluation is a duplicate to the one provided to the field dated 10-18-02. A subsequent resample # 22007 was taken and was a pass. This evaluation will show a recommendation to resample which was successfully performed.,2002-10-23 09:56:09.000,"99850     ","0         ","review\02-RC-21928.pdf                                                                                                                                                                                                                                    "
1MRCEP01S,017,161,"02-RC-21931 ",21931,1,2477385,This evaluation is a duplicate to the one provided to the field dated 10-18-02. A subsequent resample # 21994 was taken and was a pass. This evaluation will show a recommendation to resample which was successfully performed.,2002-10-23 10:08:14.000,"99850     ","0         ","review\02-RC-21931.pdf                                                                                                                                                                                                                                    "
1MRCEP01S,017,163,"02-RC-21932 ",21932,1,2477385,This is a duplicate evaluation for one which was provided to the field on 10-18-02.  The duplicate is needed due to the transition between old and new databases. This evaluation was a pass due to a successful retest sample performed by sample # 21995.,2002-10-23 11:16:43.000,"99850     ","0         ","review\02-RC-21932.pdf                                                                                                                                                                                                                                    "
1MRCEE01S,017,177,"02-RC-22013 ",22013,2,2456112,"Oil change recommendation made to team due to high acid number. ",2002-10-23 12:32:01.000,"99850     ","0         ","review\02-RC-22013.pdf                                                                                                                                                                                                                                    "
1MWCNE01A,007,009,"02-WC-22019 ",22019,0,2461191,,2002-10-23 13:25:57.000,"99850     ","0         ","nqr\02-WC-22019.pdf                                                                                                                                                                                                                                       "
1JNCNHV0485,097,040,"02-NC-21997 ",21997,0,2458097,,2002-10-23 14:34:50.000,"99850     ","0         ",NULL
1JSGNHV0005,097,040,"02-SG-21678 ",21678,0,2455437,,2002-10-23 16:13:24.000,"99850     ","0         ",NULL
1MRCEE01S,017,176,"02-RC-22025 ",22025,2,2456112,Acid number well above criteria with an expected trend to worsen. Change oil. This is a duplicate entry to a manual evaluation provided to the field.  Duplicate made due to transition into new database.,2002-10-23 16:17:49.000,"99850     ","0         ","review\02-RC-22025.pdf                                                                                                                                                                                                                                    "
1JNCNUV0105,097,040,"02-NC-18795 ",18795,0,2358695,error in software required LE to close....since point is NQR..LE performed,2002-10-25 13:48:13.000,"99850     ","0         ",NULL
1JNCNUV0099,097,040,"02-NC-21926 ",21926,0,2455350,this LE is not valid and is needed to process this sample in the database...these criteria do not apply to grease.,2002-10-25 13:54:08.000,"99850     ","0         ",NULL
2JNCNHV0486,097,040,"02-NC-20492 ",20492,0,2434055,,2002-11-19 13:04:47.000,"99850     ","0         ","nqr\02-NC-20492.pdf                                                                                                                                                                                                                                       "
3JHPAUV0001,097,040,"02-HP-17944 ",17944,0,00223122,,2002-10-22 14:48:43.000,"99850     ","0         ","review\02-HP-17944.pdf                                                                                                                                                                                                                                    "
1MOSNT01B,011,060,"02-OS-21992 ",21992,0,00000000,Water level high so particle count not done. oil drained from sample point to remove water. Oil satisfactory based upon water removal and that turbo tac would be used to transfer oil,2002-10-22 15:30:59.000,"99850     ","0         ","nqr\02-OS-21992.pdf                                                                                                                                                                                                                                       "
1JCWNHV0010,097,040,"02-CW-21704 ",21704,0,2455360,cnr # 3057 updated. Wear metal found in sump. Lube meets acceptance criteria.,2002-10-22 15:49:56.000,"99850     ","0         ","nqr\02-CW-21704.pdf                                                                                                                                                                                                                                       "
1JCDNHV0002,097,040,"02-CD-21777 ",21777,0,00,,2002-10-22 16:40:17.000,"99850     ","0         ","nqr\02-CD-21777.pdf                                                                                                                                                                                                                                       "
1JFWNHV0032,097,040,"02-FW-21710 ",21710,0,2455409,,2002-10-22 17:03:41.000,"99850     ","0         ","nqr\02-FW-21710.pdf                                                                                                                                                                                                                                       "
1JCDNHV0033,097,040,"02-CD-21735 ",21735,0,2455164,,2002-10-22 17:15:06.000,"99850     ","0         ","nqr\02-CD-21735.pdf                                                                                                                                                                                                                                       "
1MRCEP01S,017,167,"02-RC-21934 ",21934,0,2477385,"Due to transition to the new software, a hard copy LE for this point was wriiten and provided to the field on 10-18-02.  Disposition was acceptable.  This is a duplicate entry for the other disposition.",2002-10-23 08:28:56.000,"99850     ","0         ","review\02-RC-21934.pdf                                                                                                                                                                                                                                    "
1MRCEP01S,017,159,"02-RC-21930 ",21930,1,2477385,This evaluation is a duplicate to the one provided to the field dated 10-18-02. A subsequent resample # 22009 was taken and past. This evaluation will show a recommendation to resample which was successfully performed.,2002-10-23 09:51:27.000,"99850     ","0         ","review\02-RC-21930.pdf                                                                                                                                                                                                                                    "
1MRCEP01S,017,157,"02-RC-21929 ",21929,1,2477385,This evaluation is a duplicate to the one provided to the field dated 10-18-02. A subsequent resample # 22008 was taken and was a pass. This evaluation will show a recommendation to resample which was successfully performed.,2002-10-23 10:00:10.000,"99850     ","0         ","review\02-RC-21929.pdf                                                                                                                                                                                                                                    "
1MRCEP01S,017,153,"02-RC-21927 ",21927,1,2477385,This evaluation is a duplicate to the one provided to the field dated 10-18-02. A subsequent resample # 22006 was taken and was a pass. This evaluation will show a recommendation to resample which was successfully performed.,2002-10-23 10:05:29.000,"99850     ","99947     ","tobeprinted\02-RC-21927.pdf                                                                                                                                                                                                                               "
1MRCEP01S,017,165,"02-RC-21933 ",21933,1,2477385,This evaluation is a duplicate to one provided to the field on 10-18-02. A retest was required and was a pass with sample 21993. The duplicate is needed due to the transition between databases.,2002-10-23 11:24:39.000,"99850     ","0         ","review\02-RC-21933.pdf                                                                                                                                                                                                                                    "
1MRCEE01S,017,178,"02-RC-21935 ",21935,0,2456112,"The oil exceeded the criteria for cleanliness and was resampled per sample 22011. This sample meet cleanliness criteria. With a successful resample, oil is considered acceptable.",2002-10-23 11:56:12.000,"99850     ","0         ","review\02-RC-21935.pdf                                                                                                                                                                                                                                    "
1MRCEE01S,017,179,"02-RC-22012 ",22012,0,2456112,"TAN criteria is overly conservation to require evaluation as acid number begins to change. The actual point of oxidation initiation is believed to begin at approximately 0.25.  The oil is considered to be oxidized as it approaches 0.5. This oil has not reached oxidation but is trending toward.  This was discussed with the responsible engineer and it was decided to do a planned oil change during the next refueling outage in anticipation of an increasing trend. ",2002-10-23 12:23:19.000,"99850     ","0         ","review\02-RC-22012.pdf                                                                                                                                                                                                                                    "
1JCDNUV0216B,097,040,"02-CD-21711 ",21711,0,2455401,,2002-10-23 14:17:47.000,"99850     ","0         ","nqr\02-CD-21711.pdf                                                                                                                                                                                                                                       "
1JCDNHV0191,097,040,"02-CD-21738 ",21738,0,2455394,,2002-10-23 14:23:43.000,"99850     ","0         ",NULL
1JNCNHV0486,097,040,"02-NC-21996 ",21996,0,2455428,,2002-10-23 14:56:11.000,"99850     ","0         ",NULL
2MDGBH01,006,009,"02-DG-21803 ",21803,0,002456792,sample rotates some tests. Previous sample tested water and TBN which were acceptable.,2002-10-23 15:54:02.000,"99850     ","0         ","review\02-DG-21803.pdf                                                                                                                                                                                                                                    "
1JEDNUV0025,097,040,"02-ED-21737 ",21737,0,2455402,note...swmns shows oil change.  Oil satisfactory at time of change,2002-10-23 15:57:42.000,"99850     ","0         ",NULL
AMDGNH0T01,006,009,"02-DG-22010 ",22010,0,2456043,oil had very low debris load based upon wear numbers and a satisfactory flash point test in August. Flash point and filter residue are periodic tests and not intended with each sample.,2002-10-25 17:02:50.000,"99850     ","0         ","nqr\02-DG-22010.pdf                                                                                                                                                                                                                                       "
3MLONT01,016,008,"02-LO-22029 ",22029,0,2456976,"oil is acceptable based upon satisfactory FTIR screening values ",2002-11-19 13:53:59.000,"99850     ","0         ",NULL
1MIANC02,003,115,"02-IA-22140 ",22140,0,2513243,,2002-11-21 13:10:39.000,"99850     ","0         ",NULL
2MDGAH01,006,009,"02-DG-22041 ",22041,0,2456786,recent prior sample had acceptable flash point test. Sample is acceptable,2002-11-21 14:43:00.000,"99850     ","0         ","review\02-DG-22041.pdf                                                                                                                                                                                                                                    "
1MOSNT01A,011,060,"02-OS-22322 ",22322,0,00,STA contacted and advised to purify oil for 24 hours to improve cleanliness. With purification oil is expected to be satisfactory.,2002-12-23 08:20:21.000,"99850     ","0         ",NULL
2MOSNT01A,011,060,"02-OS-22372 ",22372,0,000000000000000,"transfer of oil would result in purification pass. With pass, oil would be expected to be satisfactory.  Oil is acceptable. ",2002-12-23 09:24:37.000,"99850     ","0         ",NULL
2MOSNT01B,011,060,"02-OS-22373 ",22373,0,000000000000000,"Water higher than expected. Particle count not performed due to water. Oil would be transfered using purifier ans would be expected to result in dryer oil and improved cleanliness. Oil is satisfactory.

",2002-12-23 09:28:01.000,"99850     ","0         ",NULL
1MDGAH01,006,009,"02-DG-22390 ",22390,0,2456422,FTIR indicates low water and no fule dilution indications. TBN has virtualy no downward trend and is expected to be similar to previous test results. Oil is satisfactory.,2002-12-23 09:48:38.000,"99850     ","0         ",NULL
3MLONT02A,016,008,"02-LO-22375 ",22375,0,2456978,no evidence of increase iron content which indicates effective anti-rust additive. Recent RBOT and current FTIR sat in terms of oxidation reserve.  Oil is satisfactory.,2002-12-23 10:05:48.000,"99850     ","0         ",NULL
3MLONT01,016,008,"02-LO-22374 ",22374,0,2456978,"ftir indicates satisfactory oxidation reserve, RBOT not needed. No iron wear metal which indicates satisfactory performance of anti-rust additive. Rust test not needed.",2002-12-23 10:41:49.000,"99850     ","0         ",NULL
3MLONT02B,016,008,"02-LO-22376 ",22376,0,2456978,"No iron metal in sample indicates acceptable anti-rust additive, rust test not required. FTIR indicates remaining oxidation reserve. TAN and viscosity also stable. RBOT not needed.",2002-12-23 10:45:49.000,"99850     ","0         ",NULL
AMZYNE0X1,003,009,"02-ZY-22406 ",22406,0,2478859,,2002-12-23 11:08:19.000,"99850     ","0         ",NULL
1MLONT02A,016,008,"03-LO-22435 ",22435,0,2456541,"FTIR indicates acceptable anti-oxidant, RBOT not needed. No Fe wear metal indicates anti-rust is effective. Recent acceptable rust test.  Oil is acceptable",2003-01-08 15:27:02.000,"99850     ","0         ",NULL
1MLONT02B,016,008,"03-LO-22436 ",22436,0,2456541,acceptable anti-oxidant per ftir. No iron wear. Oil is considered acceptable.,2003-01-08 15:29:31.000,"99850     ","0         ",NULL
3MDGAH01,006,009,"03-DG-22412 ",22412,0,2456880,Previous sample TBN well above criteria. Water per FTIR at 87 which is well within criteria.  Oil tests acceptable. Oil is acceptable.,2003-01-09 11:35:10.000,"99850     ","0         ","review\03-DG-22412.pdf                                                                                                                                                                                                                                    "
2MDGBH01,006,009,"03-DG-22419 ",22419,0,2510991,TBN acceptable with previous sample and water at 41 ppm per this test using FTIR. Oil is acceptable.,2003-01-09 11:41:33.000,"99850     ","0         ","review\03-DG-22419.pdf                                                                                                                                                                                                                                    "
3MAFBP01,002,001,"03-AF-22463 ",22463,0,2459600,,2003-01-14 16:56:35.000,"99850     ","0         ","review\03-AF-22463.pdf                                                                                                                                                                                                                                    "
3MAFBP01,002,002,"03-AF-22464 ",22464,0,2459600,,2003-01-14 17:00:02.000,"99850     ","0         ","review\03-AF-22464.pdf                                                                                                                                                                                                                                    "
2MIANC02,003,115,"03-IA-22461 ",22461,0,2511107,,2003-01-14 17:12:00.000,"99850     ","0         ",NULL
1JCDNHV0029,097,040,"03-CD-22366 ",22366,0,2513339,,2003-01-15 08:55:30.000,"99850     ","0         ",NULL
2MCONT01,019,009,"03-CO-22462 ",22462,1,00,contacted Maintenance engineer with recommendation to resample to verfiy cleanliness from this sample.  No wear metal seen in sample suggests that sample technique likely source of increase in debris.  Resample is conservative measure to verify.,2003-01-15 09:26:26.000,"99850     ","0         ",NULL
3JSGNUV0033,097,040,"03-SG-22516 ",22516,0,2513501,,2003-01-23 08:34:14.000,"99850     ","0         ",NULL
2MNCNP01B,002,001,"03-NC-22641 ",22641,2,2464132,wm # 2580134 written to change oil in both motor bearings and flush this cavity to remove any residual water.,2003-01-24 07:34:49.000,"99850     ","0         ",NULL
2MNCNP01B,002,002,"03-NC-22642 ",22642,2,2464132,change oil per WM # 2580134 due to water in other motor bearing.,2003-01-24 07:36:51.000,"99850     ","0         ",NULL
-2JWCNHV0140,097,040,"02-JW-22368 ",22368,0,2513721,,2002-12-23 09:36:12.000,"99850     ","0         ",NULL
3MCONT01,019,009,"02-CO-22380 ",22380,0,000000000000000,past water levels have negitively influences particle count test results. Continue monitoring using present sampling interval.,2002-12-23 10:56:51.000,"99850     ","0         ",NULL
1MLONT01,016,008,"03-LO-22447 ",22447,0,2566994,acceptable anti-oxidant per ftir and no iron wear metal. RBOT and Rust test not needed.,2003-01-08 15:33:20.000,"99850     ","0         ",NULL
1JSGNUV0033,097,040,"03-SG-22367 ",22367,0,2513345,cnr 3366 written to document debris (copper),2003-01-15 09:19:08.000,"99850     ","0         ",NULL
2JSGEUV0180,005,009,"03-SG-22654 ",22654,0,2511114,,2003-01-29 10:00:06.000,"99850     ","0         ","review\03-SG-22654.pdf                                                                                                                                                                                                                                    "
2JSGEUV0181,005,009,"03-SG-22655 ",22655,0,2511114,,2003-01-29 10:05:57.000,"99850     ","0         ","review\03-SG-22655.pdf                                                                                                                                                                                                                                    "
2JSGBUV0132,005,009,"03-SG-22648 ",22648,0,2511114,,2003-01-29 16:57:03.000,"99850     ","0         ","review\03-SG-22648.pdf                                                                                                                                                                                                                                    "
2JSGAUV0177,005,009,"03-SG-22653 ",22653,0,2511114,,2003-01-29 17:12:01.000,"99850     ","0         ","review\03-SG-22653.pdf                                                                                                                                                                                                                                    "
2MEDNP01A,002,003,"03-ED-22639 ",22639,0,2464241,ftir indicates anti-oxidant remaining,2003-01-30 08:23:09.000,"99850     ","0         ",NULL
2MEDNP01B,002,003,"03-ED-22640 ",22640,0,2464241,ftir indicates anti-oxidant is present,2003-01-30 08:43:06.000,"99850     ","0         ",NULL
2MAFAK01,004,001,"03-AF-22512 ",22512,1,2510967,resample to verify cleanliness measured. Cleanliness just above SAE 5 level.,2003-01-30 16:49:26.000,"99850     ","0         ","review\03-AF-22512.pdf                                                                                                                                                                                                                                    "
3MZTNG01,033,113,"03-ZT-22714 ",22714,0,2511340,,2003-01-31 17:03:33.000,"99850     ","0         ",NULL
3MZTNG01,052,113,"03-ZT-22711 ",22711,0,2511340,,2003-01-31 17:11:47.000,"99850     ","0         ",NULL
3MZTNG01,034,144,"03-ZT-22712 ",22712,0,2511340,,2003-01-31 17:14:51.000,"99850     ","0         ",NULL
1MCONT01,019,009,"03-CO-22684 ",22684,0,0,Water just above criteria with all other tests acceptable.  Continue routine monitoring to determine if water test is abnormal or system change. Previous results would indicate that sample does not represent a system change.,2003-02-05 17:14:26.000,"99850     ","0         ",NULL
2MSPBP01,002,004,"03-SP-22697 ",22697,0,2511118,,2003-02-06 08:07:17.000,"99850     ","0         ","review\03-SP-22697.pdf                                                                                                                                                                                                                                    "
2MWCNE01B,007,009,"03-WC-22616 ",22616,0,2478634,note that water is near criteria.,2003-02-06 09:06:10.000,"99850     ","0         ",NULL
-3JCDNHV0029,097,040,"03-JC-22728 ",22728,2,2528758,Change oil to improve chemistry and cleanliness,2003-02-07 14:05:26.000,"99850     ","0         ",NULL
2MSIBP03,002,003,"03-SI-22726 ",22726,0,2511104,,2003-02-07 14:17:54.000,"99850     ","0         ","review\03-SI-22726.pdf                                                                                                                                                                                                                                    "
AMFPNM01B,006,006,"03-FP-22715 ",22715,0,2563798,Viscosity as expected. Prior flash point test acceptable. Oil is acceptable for continued use.,2003-02-07 14:21:40.000,"99850     ","0         ","review\03-FP-22715.pdf                                                                                                                                                                                                                                    "
2JSGEUV0171,005,009,"03-SG-22650 ",22650,1,2511114,resample oil to verify TAN test result. WM # 2583809,2003-02-11 15:57:22.000,"99850     ","0         ","review\03-SG-22650.pdf                                                                                                                                                                                                                                    "
1JSGEUV0171,005,009,"03-SG-22670 ",22670,2,2510885,change oil to remove degraded material.  Change per WM # 2583812,2003-02-11 16:00:12.000,"99850     ","0         ","review\03-SG-22670.pdf                                                                                                                                                                                                                                    "
1MLONT01,016,008,"03-LO-22434 ",22434,0,2456541,ftir indicates acceptable anti-oxidant. Rbot not needed. No iron wear indicates acceptable rust protection. Rust test not needed.,2003-01-08 15:36:46.000,"99850     ","0         ",NULL
3MOSNT01A,011,060,"03-OS-22448 ",22448,0,0,,2003-01-09 10:53:45.000,"99850     ","0         ",NULL
3MOSNT01B,011,060,"03-OS-22449 ",22449,0,0,Particle count not performed due to higher than normal water.  Water content was acceptable.  Oil would be expected t be transfered into the main systems using the centrifuge which would improve cleanliss and remove dbris.  Accept oil without Particle conut test.,2003-01-09 13:21:48.000,"99850     ","0         ",NULL
1JSGAUV0174,005,009,"03-SG-22665 ",22665,1,2510885,resample to verify data.  WM # 2583813,2003-02-11 16:07:59.000,"99850     ","0         ","review\03-SG-22665.pdf                                                                                                                                                                                                                                    "
3MARNP01A,001,001,"03-AR-22787 ",22787,0,2511367,,2003-02-11 16:23:03.000,"99850     ","0         ",NULL
3MARNP01A,001,002,"03-AR-22788 ",22788,0,2511367,,2003-02-11 16:24:13.000,"99850     ","0         ",NULL
3MARNP01C,001,001,"03-AR-22791 ",22791,0,2511367,,2003-02-11 16:28:51.000,"99850     ","0         ",NULL
3MARNP01C,001,002,"03-AR-22792 ",22792,0,2511367,,2003-02-11 16:30:22.000,"99850     ","0         ",NULL
3MARNP01D,001,001,"03-AR-22793 ",22793,0,2511367,,2003-02-11 16:31:49.000,"99850     ","0         ",NULL
2JHPAUV0005,097,040,"03-HP-22720 ",22720,0,2513781,trace debris found in sample. Debris examined visually and as a result oil is considered acceptable.,2003-02-12 13:33:33.000,"99850     ","0         ","review\03-HP-22720.pdf                                                                                                                                                                                                                                    "
2MWCNE01C,007,009,"03-WC-22799 ",22799,0,2478635,,2003-02-14 10:51:29.000,"99850     ","0         ",NULL
3MTCNP01B,002,001,"03-TC-22802 ",22802,0,2464004,,2003-02-14 16:11:58.000,"99850     ","0         ",NULL
3MTCNP01B,002,002,"03-TC-22803 ",22803,0,2464004,,2003-02-14 16:13:49.000,"99850     ","0         ",NULL
1MAFAP01,001,002,"03-AF-22832 ",22832,0,2510732,,2003-02-26 07:23:15.000,"99850     ","0         ","review\03-AF-22832.pdf                                                                                                                                                                                                                                    "
3MCWNP01C,002,003,"03-CW-22785 ",22785,0,2557131,FTIR water at 523. KF not performed on sample. Continue monitoring water using routine scheduled tests. Oi is considered acceptable.,2003-02-26 15:01:36.000,"99850     ","0         ",NULL
2MAFNP01,002,001,"03-AF-22922 ",22922,0,2464240,,2003-02-26 15:23:31.000,"99850     ","0         ","review\03-AF-22922.pdf                                                                                                                                                                                                                                    "
2MAFNP01,002,002,"03-AF-22923 ",22923,0,2464240,,2003-02-26 15:26:09.000,"99850     ","0         ","review\03-AF-22923.pdf                                                                                                                                                                                                                                    "
2JSGEUV0171,005,009,"03-SG-22921 ",22921,2,2583809,wm # 2588747 writen to change oil due to increase TAN trend.,2003-02-26 16:43:44.000,"99850     ","0         ","review\03-SG-22921.pdf                                                                                                                                                                                                                                    "
1JSGNUV0034,097,040,"03-SG-22839 ",22839,0,2513346,,2003-02-27 07:18:22.000,"99850     ","0         ",NULL
1MAFAK01,004,001,"03-AF-22830 ",22830,0,2510749,,2003-02-27 07:21:34.000,"99850     ","0         ","review\03-AF-22830.pdf                                                                                                                                                                                                                                    "
1MCONT01,019,009,"03-CO-23133 ",23133,0,0,Water just above criteria limit with all other tests acceptable.  Continue routine monitoring. Previous results would indicate that sample does not represent a system change.,2003-04-10 16:32:59.000,"98992     ","0         ",NULL
2MOSNT01B,011,060,"03-OS-23033 ",23033,0,0,"PC high. System engineer, Byron Harrison notified to have OPS purify oil for 24 hours prior to transfer.",2003-04-23 13:39:12.000,"99947     ","0         ",NULL
2MCHBP01,001,007,"03-CH-22342 ",22342,2,2551395,wm # 2578328 to change oil. Oil change to improve cleanliness,2003-01-16 07:38:15.000,"99850     ","0         ","review\03-CH-22342.pdf                                                                                                                                                                                                                                    "
3MWCNE01B,007,009,"03-WC-22509 ",22509,2,2478638,WM # 2578673 written to change oil due to high water content.,2003-01-16 07:57:55.000,"99850     ","0         ",NULL
1JHPBUV0004,097,040,"03-HP-22514 ",22514,0,2455337,,2003-01-23 08:59:33.000,"99850     ","0         ",NULL
2MPWNP01A,002,003,"03-PW-22643 ",22643,2,2464218,oil to be changed per WO_NUM: 2573423 scheduled for 1-23-03,2003-01-24 07:44:56.000,"99850     ","0         ",NULL
1MCWNP01D,002,003,"03-CW-22901 ",22901,0,2464271,water test acceptable per FTIR,2003-02-26 15:05:50.000,"99850     ","0         ",NULL
2MOSNT01A,011,060,"03-OS-23032 ",23032,0,0,"PC level high. System engineer, Byron Harrison notified to have OPS purfiy oil for 24 hours prior to transfer.",2003-04-23 13:46:04.000,"99947     ","0         ",NULL
3MRCEP01S,017,157,"03-RC-23444 ",23444,0,2488835,,2003-04-23 14:03:51.000,"99947     ","0         ","review\03-RC-23444.pdf                                                                                                                                                                                                                                    "
3MRCEP01S,017,155,"03-RC-23443 ",23443,0,2488835,,2003-04-23 14:16:57.000,"99947     ","0         ","review\03-RC-23443.pdf                                                                                                                                                                                                                                    "
3MRCEP01S,017,167,"03-RC-23417 ",23417,0,2488835,,2003-04-23 14:53:10.000,"99947     ","0         ","review\03-RC-23417.pdf                                                                                                                                                                                                                                    "
3MRCEP01S,017,163,"03-RC-23415 ",23415,0,2488835,,2003-04-23 15:07:10.000,"99947     ","0         ","review\03-RC-23415.pdf                                                                                                                                                                                                                                    "
3MRCEP01S,017,161,"03-RC-23414 ",23414,0,2488835,,2003-04-23 15:12:52.000,"99947     ","0         ","review\03-RC-23414.pdf                                                                                                                                                                                                                                    "
3MRCEP01D,001,013,"03-RC-23173 ",23173,0,2511269,"RBOT in excess of 1000, FTIR sat, Rust sat, recomendation made to field to filter to improve cleanliness. All other tests sat.  Due to reduced RBOT and trend, recomendation was made to field to sweeten oil with new oil. It was agreed to add a minimum of 55 gallons of new oil to the sump to improve the chemical additive margin of the oil and freshen the existing oil through mixing of used and newly added oil.  Oil is acceptable for continued use.",2003-04-29 09:56:59.000,"99850     ","0         ","review\03-RC-23173.pdf                                                                                                                                                                                                                                    "
3MRCEP01C,001,013,"03-RC-23170 ",23170,0,2511268,"RBOT in excess of 1000, FTIR sat, Rust sat, recomendation made to field to filter to improve cleanliness. All other tests sat.  Due to reduced RBOT and trend, recomendation was made to field to sweeten oil with new oil. It was agreed to add a minimum of 55 gallons of new oil to the sump to improve the chemical additive margin of the oil and freshen the existing oil through mixing of used and newly added oil.  Oil is acceptable for continued use.",2003-04-29 10:05:14.000,"99850     ","0         ","review\03-RC-23170.pdf                                                                                                                                                                                                                                    "
