ID,group_name,valueat,tagNumber,component,location,exclude,excluded_on,fname
3400,"V - SMC-04 LS 8910                      ",107,2JSIBUV0668,099,040,NULL,NULL,NULL
3342,"Crane gearbox with Omala 320            ",181,-3MZFNG01,167,007,NULL,NULL,NULL
49,"U1  tower gear                          ",3,1MCWNA03A,031,009,NULL,NULL,
50,"U1  tower gear                          ",3,1MCWNA03B,031,009,NULL,NULL,
51,"U1  tower gear                          ",3,1MCWNA03C,031,009,NULL,NULL,
52,"U1  tower gear                          ",3,1MCWNA03D,031,009,NULL,NULL,
53,"U1  tower gear                          ",3,1MCWNA03E,031,009,NULL,NULL,
54,"U1  tower gear                          ",3,1MCWNA03F,031,009,NULL,NULL,
55,"U1  tower gear                          ",3,1MCWNA03G,031,009,NULL,NULL,
56,"U1  tower gear                          ",3,1MCWNA03H,031,009,NULL,NULL,
57,"U1  tower gear                          ",3,1MCWNA03I,031,009,NULL,NULL,
58,"U1  tower gear                          ",3,1MCWNA03J,031,009,NULL,NULL,
59,"U1  tower gear                          ",3,1MCWNA03K,031,009,NULL,NULL,
60,"U1  tower gear                          ",3,1MCWNA03L,031,009,NULL,NULL,
61,"U1  tower gear                          ",3,1MCWNA03M,031,009,NULL,NULL,
62,"U1  tower gear                          ",3,1MCWNA03N,031,009,NULL,NULL,
63,"U1  tower gear                          ",3,1MCWNA03O,031,009,NULL,NULL,
64,"U1  tower gear                          ",3,1MCWNA03P,031,009,NULL,NULL,
4733,"Diesels FP&SK                           ",36,AMFPNM01B,006,006,NULL,NULL,NULL
3879,"Heat Rem Mtr Up                         ",21,2MEDNP01A,002,003,NULL,NULL,NULL
3995,"Terry Turbine                           ",13,2MAFAK01,004,001,NULL,NULL,NULL
5133,"Chem Addition                           ",18,3MSCNP15,001,238,NULL,NULL,NULL
5404,"HPSI pmp IB                             ",133,3MSIAP02,001,001,NULL,NULL,NULL
3541,"V - 2021 MG02 gear                      ",104,2JNCNUV0607,097,040,NULL,NULL,NULL
77,"Circ Wtr Mtrs                           ",4,3MCWNP01C,002,003,NULL,NULL,
3516,"aux compressor                          ",168,AMZYNE10,174,009,NULL,NULL,NULL
4145,"diesel govenor                          ",214,1MDGBH01,162,009,NULL,NULL,NULL
128,"U2 tower gear                           ",5,2MCWNA03P,031,009,NULL,NULL,NULL
129,"U3 tower gear                           ",6,3MCWNA01A,031,009,NULL,NULL,NULL
130,"U3 tower gear                           ",6,3MCWNA01B,031,009,NULL,NULL,
3652,"FW mini flow Valve                      ",64,1JFWNFV0001,005,009,NULL,NULL,NULL
4751,"U3 tower gear                           ",6,3MCWNA01D,031,009,NULL,NULL,NULL
133,"U3 tower gear                           ",6,3MCWNA01E,031,009,NULL,NULL,
134,"U3 tower gear                           ",6,3MCWNA01F,031,009,NULL,NULL,
135,"U3 tower gear                           ",6,3MCWNA01G,031,009,NULL,NULL,
136,"U3 tower gear                           ",6,3MCWNA01H,031,009,NULL,NULL,
137,"U3 tower gear                           ",6,3MCWNA01I,031,009,NULL,NULL,
138,"U3 tower gear                           ",6,3MCWNA01J,031,009,NULL,NULL,
139,"U3 tower gear                           ",6,3MCWNA01K,031,009,NULL,NULL,
4863,"U3 tower gear                           ",6,3MCWNA01L,031,009,NULL,NULL,NULL
141,"U3 tower gear                           ",6,3MCWNA01M,031,009,NULL,NULL,
142,"U3 tower gear                           ",6,3MCWNA01N,031,009,NULL,NULL,
143,"U3 tower gear                           ",6,3MCWNA01O,031,009,NULL,NULL,
144,"U3 tower gear                           ",6,3MCWNA01P,031,009,NULL,NULL,
145,"U3 tower gear                           ",6,3MCWNA02A,031,009,NULL,NULL,
146,"U3 tower gear                           ",6,3MCWNA02B,031,009,NULL,NULL,
147,"U3 tower gear                           ",6,3MCWNA02C,031,009,NULL,NULL,
148,"U3 tower gear                           ",6,3MCWNA02D,031,009,NULL,NULL,
149,"U3 tower gear                           ",6,3MCWNA02E,031,009,NULL,NULL,
66,"U1  tower gear                          ",3,1MCWNA01A,031,009,NULL,NULL,NULL
4100,"PC Wtr Upper                            ",1,3MPWNP01B,002,003,NULL,NULL,NULL
5157,"Turb Cool Mtr                           ",141,3MTCNP01A,002,001,NULL,NULL,NULL
4106,"Turb Cool Mtr                           ",141,1MTCNP01A,002,001,NULL,NULL,NULL
81,"U2 tower gear                           ",5,2MCWNA01C,031,009,NULL,NULL,
82,"U2 tower gear                           ",5,2MCWNA01D,031,009,NULL,NULL,
83,"U2 tower gear                           ",5,2MCWNA01E,031,009,NULL,NULL,
150,"U3 tower gear                           ",6,3MCWNA02F,031,009,NULL,NULL,
85,"U2 tower gear                           ",5,2MCWNA01F,031,009,NULL,NULL,
86,"U2 tower gear                           ",5,2MCWNA01G,031,009,NULL,NULL,
87,"U2 tower gear                           ",5,2MCWNA01H,031,009,NULL,NULL,
4020,"Turb Cool pmp                           ",140,3MTCNP01B,001,002,NULL,NULL,NULL
89,"U2 tower gear                           ",5,2MCWNA01J,031,009,NULL,NULL,
4884,"U2 tower gear                           ",5,2MCWNA01K,031,009,NULL,NULL,NULL
91,"U2 tower gear                           ",5,2MCWNA01L,031,009,NULL,NULL,
92,"U2 tower gear                           ",5,2MCWNA01M,031,009,NULL,NULL,
93,"U2 tower gear                           ",5,2MCWNA01N,031,009,NULL,NULL,
94,"U2 tower gear                           ",5,2MCWNA01O,031,009,NULL,NULL,
95,"U2 tower gear                           ",5,2MCWNA01P,031,009,NULL,NULL,
96,"U2 tower gear                           ",5,2MCWNA02A,031,009,NULL,NULL,
97,"U2 tower gear                           ",5,2MCWNA02B,031,009,NULL,NULL,
4586,"GASEOUS RADWASTE COMP                   ",224,3NGRNC01A,003,006,NULL,NULL,NULL
4750,"U2 tower gear                           ",5,2MCWNA02D,031,009,NULL,NULL,NULL
100,"U2 tower gear                           ",5,2MCWNA02E,031,009,NULL,NULL,
101,"U2 tower gear                           ",5,2MCWNA02F,031,009,NULL,NULL,
102,"U2 tower gear                           ",5,2MCWNA02G,031,009,NULL,NULL,
103,"U2 tower gear                           ",5,2MCWNA02H,031,009,NULL,NULL,
104,"U2 tower gear                           ",5,2MCWNA02I,031,009,NULL,NULL,
4590,"GASEOUS RADWASTE COMP                   ",224,2NGRNC01B,003,006,NULL,NULL,
106,"U2 tower gear                           ",5,2MCWNA02K,031,009,NULL,NULL,
4188,"V - SMB-0 HBC-3 LS 8910 m               ",84,1JCPBUV0003B,099,040,NULL,NULL,NULL
108,"U2 tower gear                           ",5,2MCWNA02M,031,009,NULL,NULL,
109,"U2 tower gear                           ",5,2MCWNA02N,031,009,NULL,NULL,
110,"U2 tower gear                           ",5,2MCWNA02O,031,009,NULL,NULL,
111,"U2 tower gear                           ",5,2MCWNA02P,031,009,NULL,NULL,
112,"U2 tower gear                           ",5,2MCWNA03A,031,009,NULL,NULL,
4022,"U2 tower gear                           ",5,2MCWNA03B,031,009,NULL,NULL,NULL
114,"U2 tower gear                           ",5,2MCWNA03C,031,009,NULL,NULL,
115,"U2 tower gear                           ",5,2MCWNA03D,031,009,NULL,NULL,
4990,"Instrument Air                          ",127,1MIANC01A,003,009,NULL,NULL,NULL
117,"U2 tower gear                           ",5,2MCWNA03F,031,009,NULL,NULL,
118,"U2 tower gear                           ",5,2MCWNA03G,031,009,NULL,NULL,
119,"U2 tower gear                           ",5,2MCWNA03H,031,009,NULL,NULL,
120,"U2 tower gear                           ",5,2MCWNA03I,031,009,NULL,NULL,
121,"U2 tower gear                           ",5,2MCWNA03J,031,009,NULL,NULL,
122,"U2 tower gear                           ",5,2MCWNA03K,031,009,NULL,NULL,
3168,"U2 tower gear                           ",5,2MCWNA03L,031,009,NULL,NULL,NULL
4837,"cranes - morlina 100                    ",227,-AMZLNG01,079,107,NULL,NULL,NULL
125,"U2 tower gear                           ",5,2MCWNA03N,031,009,NULL,NULL,
126,"U2 tower gear                           ",5,2MCWNA03O,031,009,NULL,NULL,
151,"U3 tower gear                           ",6,3MCWNA02G,031,009,NULL,NULL,
152,"U3 tower gear                           ",6,3MCWNA02H,031,009,NULL,NULL,
153,"U3 tower gear                           ",6,3MCWNA02I,031,009,NULL,NULL,
154,"U3 tower gear                           ",6,3MCWNA02J,031,009,NULL,NULL,
155,"U3 tower gear                           ",6,3MCWNA02K,031,009,NULL,NULL,
156,"U3 tower gear                           ",6,3MCWNA02L,031,009,NULL,NULL,
157,"U3 tower gear                           ",6,3MCWNA02M,031,009,NULL,NULL,
158,"U3 tower gear                           ",6,3MCWNA02N,031,009,NULL,NULL,
159,"U3 tower gear                           ",6,3MCWNA02O,031,009,NULL,NULL,
160,"U3 tower gear                           ",6,3MCWNA02P,031,009,NULL,NULL,
4394,"MT SMC-04 Gear                          ",42,1JMTNHV0253,097,040,NULL,NULL,NULL
162,"U3 tower gear                           ",6,3MCWNA03B,031,009,NULL,NULL,
163,"U3 tower gear                           ",6,3MCWNA03C,031,009,NULL,NULL,
164,"U3 tower gear                           ",6,3MCWNA03D,031,009,NULL,NULL,
165,"U3 tower gear                           ",6,3MCWNA03E,031,009,NULL,NULL,
166,"U3 tower gear                           ",6,3MCWNA03F,031,009,NULL,NULL,
167,"U3 tower gear                           ",6,3MCWNA03G,031,009,NULL,NULL,
168,"U3 tower gear                           ",6,3MCWNA03H,031,009,NULL,NULL,
169,"U3 tower gear                           ",6,3MCWNA03I,031,009,NULL,NULL,
170,"U3 tower gear                           ",6,3MCWNA03J,031,009,NULL,NULL,
171,"U3 tower gear                           ",6,3MCWNA03K,031,009,NULL,NULL,
172,"U3 tower gear                           ",6,3MCWNA03L,031,009,NULL,NULL,
173,"U3 tower gear                           ",6,3MCWNA03M,031,009,NULL,NULL,
174,"U3 tower gear                           ",6,3MCWNA03N,031,009,NULL,NULL,
175,"U3 tower gear                           ",6,3MCWNA03O,031,009,NULL,NULL,
176,"U3 tower gear                           ",6,3MCWNA03P,031,009,NULL,NULL,
5196,"V - 7NA1-43 : 8910 Mild                 ",46,3JHPAUV0003,097,040,NULL,NULL,NULL
178,"Charging Pmp Crank                      ",7,1MCHBP01,001,006,NULL,NULL,
5016,"Steam by-pass                           ",250,3JSGAUV0134A,097,040,NULL,NULL,NULL
181,"Charging Pmp Crank                      ",7,2MCHBP01,001,006,NULL,NULL,
4198,"V - SMB-00 HBC-2 Pinion 8910 m          ",74,1JSIBUV0675,002,066,NULL,NULL,NULL
3173,"Charging Pmp Crank                      ",7,3MCHBP01,001,006,NULL,NULL,NULL
2138,"V - SMB-000 pinion 8910                 ",93,3JRDAUV0023,002,066,NULL,NULL,
187,"Charging Pmp Gear                       ",8,1MCHBP01,001,007,NULL,NULL,
3546,"Hydra Baler                             ",156,1NSRNM01,148,009,NULL,NULL,NULL
5086,"AF pmp brgs                             ",24,1MAFBP01,001,001,NULL,NULL,NULL
183,"Charging Pmp Crank                      ",7,3MCHAP01,001,006,NULL,NULL,
4802,"Aux Hoist                               ",166,3MZTNG01,056,113,NULL,NULL,NULL
4957,"Charging Pmp Gear                       ",8,3MCHAP01,001,007,NULL,NULL,NULL
3022,"Condensate Mtr Upper                    ",10,2MCDNP01A,002,003,NULL,NULL,NULL
4828,"U2 tower gear                           ",5,2MCWNA02C,031,009,NULL,NULL,NULL
4529,"MT SMC-04 LS                            ",41,1JMTNHV0245,099,040,NULL,NULL,NULL
4754,"Water Rec - Rake Gear                   ",234,AWFCNX01E,177,009,NULL,NULL,NULL
4607,"SHC 46 ISO                              ",225,2MAFBP01,001,002,NULL,NULL,NULL
4391,"V - SMB-0 LS 8910                       ",116,1JSICHV0321,099,040,NULL,NULL,NULL
3010,"Generator - Em Dies                     ",158,2EPEBG02,010,002,NULL,NULL,NULL
3335,"MT SMC-04 Gear                          ",42,3JMTNHV0255,097,040,NULL,NULL,NULL
3341,"V - SMB-000 gear 8910                   ",97,1JMTNHV0244,097,040,NULL,NULL,NULL
3199,"fuel crane bridge reducers              ",177,2MZFNG02,240,007,NULL,NULL,
3304,"V - SMB-000 LS                          ",98,3JRCNHV0453,099,040,NULL,NULL,NULL
3206,"fuel crane dorris reducer               ",178,3MZFNG02,202,007,NULL,NULL,NULL
5208,"Valve Bearing Trunnion                  ",249,1JCPBUV0003B,096,022,NULL,NULL,
4244,"V - SMB-000 HBC-0 Pinion                ",48,1MHCNM03D,002,066,NULL,NULL,NULL
3442,"Nuc Cooling Mtr                         ",138,3MNCNP01B,002,002,NULL,NULL,NULL
3543,"V - 7NA1-43 : 8910 Mild                 ",46,2JHPBUV0006,097,040,NULL,NULL,NULL
266,"A F Mtr driven Mtr                      ",14,3MAFBP01,002,001,NULL,NULL,
267,"A F Mtr driven Mtr                      ",14,3MAFBP01,002,002,NULL,NULL,
268,"A F Mtr driven Mtr                      ",14,3MAFNP01,002,001,NULL,NULL,
3338,"V - SMB-0 gear 8910                     ",115,2JSIBHV0699,097,040,NULL,NULL,NULL
4025,"Cont. Spray Mtr Lower                   ",150,2MSIBP03,002,004,NULL,NULL,NULL
3444,"Generator - Em Dies                     ",158,3EPEAG01,010,002,NULL,NULL,NULL
4883,"Polar Crane Bridge Drive                ",142,1MZCNG01,042,009,NULL,NULL,NULL
3674,"turbine oil - GST                       ",190,2MLONT02A,016,011,NULL,NULL,
930,"V - SMB-000 HBC-0 LS                    ",49,3MHCNM01A,099,040,NULL,NULL,
3562,"Crane inching reducer                   ",180,1MZFNG02,224,007,NULL,NULL,NULL
3450,"Condensate Mtr Upper                    ",10,3MCDNP01C,002,003,NULL,NULL,NULL
3478,"fuel bldg crane reducers                ",174,1MZTNG01,034,144,NULL,NULL,NULL
3095,"fuel bldg crane reducers                ",174,1MZTNG01,034,145,NULL,NULL,
5342,"fuel bldg crane reducers                ",174,2MZTNG01,034,145,NULL,NULL,NULL
3098,"fuel bldg crane reducers                ",174,2MZTNG01,052,113,NULL,NULL,
4071,"Cranes - omala 220                      ",191,1MZFNG01,033,050,NULL,NULL,NULL
3101,"fuel bldg crane reducers                ",174,3MZTNG01,034,145,NULL,NULL,
3102,"chem addition                           ",167,2MSCNP13,138,009,NULL,NULL,NULL
3104,"V - SMB-0 gear 8910                     ",115,2JSIBHV0689,097,040,NULL,NULL,NULL
3105,"V - SMB-0 pinion 8910                   ",114,2JSIBHV0689,002,066,NULL,NULL,NULL
5209,"Valve Bearing Trunnion                  ",249,2JCPAUV0002A,096,022,NULL,NULL,
290,"hpsi pmp ob                             ",17,1MSIBP02,001,002,NULL,NULL,
4072,"Cranes - omala 220                      ",191,1MZFNG01,054,230,NULL,NULL,NULL
5212,"Valve Bearing Trunnion                  ",249,3JCPBUV0003A,096,023,NULL,NULL,
3614,"Breathing Air Comp                      ",39,3MIANC02,003,115,NULL,NULL,NULL
3572,"fuel crane bridge reducers              ",177,1MZFNG02,240,007,NULL,NULL,NULL
3106,"V - SMB-0 LS 8910                       ",116,2JSIBHV0689,099,040,NULL,NULL,NULL
298,"Chem Addition                           ",18,1MSCNP13,064,040,NULL,NULL,
4534,"Main Hoist Cranes                       ",162,2MZTNG01,033,113,NULL,NULL,NULL
4535,"V - SMC-04 gear 8910                    ",106,3JSIBUV0668,097,040,NULL,NULL,NULL
4541,"V - SMB-000 HBC-0 Pinion                ",48,2MHCNM02D,002,066,NULL,NULL,NULL
303,"Chem Addition                           ",18,2MSCNP13,064,040,NULL,NULL,
304,"Chem Addition                           ",18,2MSCNP14,064,040,NULL,NULL,
4085,"vapor extractor                         ",211,3MLONJ02B,141,063,NULL,NULL,NULL
3117,"MT SMC-04 Gear                          ",42,1JMTNHV0388A,097,040,NULL,NULL,NULL
4542,"V - SMB-000 HBC-0 LS                    ",49,2MHCNM02D,099,040,NULL,NULL,NULL
308,"Chem Addition                           ",18,3MSCNP13,064,040,NULL,NULL,
3305,"V - SMB-000 LS                          ",98,2JEDNPV0030,099,040,NULL,NULL,NULL
311,"Spray Pond Mtr                          ",19,1MSPAP01,002,004,NULL,NULL,
312,"Spray Pond Mtr                          ",19,1MSPBP01,002,004,NULL,NULL,
5272,"Spray Pond Mtr                          ",19,1MSPBP01,002,003,NULL,NULL,NULL
3127,"V - SMC-04 LS 8910                      ",107,3JHPBUV0006,099,040,NULL,NULL,NULL
315,"Spray Pond Mtr                          ",19,2MSPAP01,002,003,NULL,NULL,
316,"Spray Pond Mtr                          ",19,2MSPBP01,002,004,NULL,NULL,
317,"Spray Pond Mtr                          ",19,2MSPBP01,002,003,NULL,NULL,
319,"Spray Pond Mtr                          ",19,3MSPAP01,002,003,NULL,NULL,
320,"Spray Pond Mtr                          ",19,3MSPBP01,002,004,NULL,NULL,
3340,"MT SMC-04 Gear                          ",42,3JMTNHV0249,097,040,NULL,NULL,NULL
322,"Stator clg pmp                          ",20,1MCENP01A,001,009,NULL,NULL,NULL
323,"Stator clg pmp                          ",20,1MCENP01B,001,009,NULL,NULL,
324,"Stator clg pmp                          ",20,2MCENP01A,001,009,NULL,NULL,
325,"Stator clg pmp                          ",20,2MCENP01B,001,009,NULL,NULL,
326,"Stator clg pmp                          ",20,3MCENP01A,001,009,NULL,NULL,
327,"Stator clg pmp                          ",20,3MCENP01B,001,009,NULL,NULL,
3355,"Chem addition - hydraulic               ",184,3MSCNP12,138,009,NULL,NULL,
332,"Heat Rem Mtr Up                         ",21,3MEDNP01A,002,003,NULL,NULL,
5168,"Heat Rem Mtr Lwr                        ",22,2MEDNP01A,002,004,NULL,NULL,NULL
338,"Heat Rem Mtr Lwr                        ",22,3MEDNP01A,002,004,NULL,NULL,
348,"DG starting Air                         ",23,3MDGNC01A,003,006,NULL,NULL,
931,"V - SMB-000 HBC-0 LS                    ",49,3MHCNM01B,099,040,NULL,NULL,
3690,"Cranes - omala 220                      ",191,1MZFNG01,033,073,NULL,NULL,
5091,"Turb Cool Mtr                           ",141,1MTCNP01B,002,001,NULL,NULL,NULL
4632,"LPSI lower mtr bearing                  ",226,3MSIAP01,002,004,NULL,NULL,
4912,"Turb Cool Mtr                           ",141,2MTCNP01A,002,002,NULL,NULL,NULL
4788,"V-SB-1 LS8910 MOVLL                     ",101,1JSGAUV0134,099,040,NULL,NULL,NULL
5287,"tur bldg crane main hoist mtr           ",173,2MZTNG01,033,130,NULL,NULL,NULL
193,"Charging Pmp Gear                       ",8,3MCHBP01,001,007,NULL,NULL,
3297,"V - SMB-000 HBC-0                       ",47,3MHCNM01B,097,040,NULL,NULL,NULL
2588,"Fuel Pool Mtr Brgs                      ",128,1MPCAP01,002,001,NULL,NULL,NULL
3682,"V - SMB-00 HBC-1 LS 8910 m              ",80,3JCTAHV0001,099,040,NULL,NULL,NULL
197,"Charging Pmp Filter                     ",9,1MCHEP01,001,172,NULL,NULL,
199,"Charging Pmp Filter                     ",9,2MCHBP01,001,172,NULL,NULL,
200,"Charging Pmp Filter                     ",9,2MCHEP01,001,172,NULL,NULL,
201,"Charging Pmp Filter                     ",9,3MCHAP01,001,172,NULL,NULL,
202,"Charging Pmp Filter                     ",9,3MCHBP01,001,172,NULL,NULL,
203,"Charging Pmp Filter                     ",9,3MCHEP01,001,172,NULL,NULL,
2589,"Fuel Pool Mtr Brgs                      ",128,1MPCAP01,002,002,NULL,NULL,
3262,"Circ Wtr Mtrs                           ",4,3MCWNP01D,002,003,NULL,NULL,NULL
206,"Condensate Mtr Upper                    ",10,1MCDNP01C,002,003,NULL,NULL,
208,"Condensate Mtr Upper                    ",10,2MCDNP01B,002,003,NULL,NULL,
3984,"Condensate Mtr Upper                    ",10,2MCDNP01C,002,003,NULL,NULL,NULL
3547,"Nuc Cooling Mtr                         ",138,2MNCNP01A,002,001,NULL,NULL,NULL
5254,"PC Mtr Lower                            ",134,1MPWNP01A,002,004,NULL,NULL,NULL
2654,"HPSI pmp IB                             ",133,1MSIAP02,001,001,NULL,NULL,NULL
4759,"Water Rec - Rake Gear                   ",234,AWFCNQ02D,177,009,NULL,NULL,
2655,"HPSI pmp IB                             ",133,1MSIBP02,001,001,NULL,NULL,
4152,"V - SMB-1 gear 8910 m                   ",91,1JSIAUV0634,097,040,NULL,NULL,NULL
4141,"Air Removal Pmp                         ",11,1MARNP01C,001,001,NULL,NULL,NULL
219,"Air Removal Pmp                         ",11,1MARNP01C,001,002,NULL,NULL,
220,"Air Removal Pmp                         ",11,1MARNP01D,001,001,NULL,NULL,
5177,"Air Removal Pmp                         ",11,1MARNP01D,001,002,NULL,NULL,NULL
222,"Air Removal Pmp                         ",11,2MARNP01A,001,001,NULL,NULL,
223,"Air Removal Pmp                         ",11,2MARNP01A,001,002,NULL,NULL,
3966,"Sec Gate Hydra                          ",157,1EQFNJYFG10B,138,009,NULL,NULL,NULL
225,"Air Removal Pmp                         ",11,2MARNP01B,001,002,NULL,NULL,
4846,"Chillers                                ",151,1MWCNE01A,007,009,NULL,NULL,NULL
3651,"V - 5AB/29 gear                         ",70,1JSGNUV0038,097,040,NULL,NULL,
228,"Air Removal Pmp                         ",11,2MARNP01D,001,001,NULL,NULL,
229,"Air Removal Pmp                         ",11,2MARNP01D,001,002,NULL,NULL,
231,"Air Removal Pmp                         ",11,3MARNP01A,001,002,NULL,NULL,
3914,"Ammonium Chloride pump                  ",200,3MSCNP032,001,006,NULL,NULL,NULL
233,"Air Removal Pmp                         ",11,3MARNP01B,001,002,NULL,NULL,
234,"Air Removal Pmp                         ",11,3MARNP01C,001,001,NULL,NULL,
235,"Air Removal Pmp                         ",11,3MARNP01C,001,002,NULL,NULL,
236,"Air Removal Pmp                         ",11,3MARNP01D,001,001,NULL,NULL,
238,"Air Removal Pmp                         ",11,3MARNP01D,001,002,NULL,NULL,NULL
3596,"V - 11NAZ1/ (86&21) - Gear              ",63,1JWCNHV0059,097,040,NULL,NULL,NULL
4626,"LPSI Upper Mtr bearing                  ",148,1MSIAP01,002,003,NULL,NULL,
4437,"V - SMB-00 gear hot                     ",215,3JSGNHV1145,097,040,NULL,NULL,NULL
2657,"HPSI pmp IB                             ",133,2MSIBP02,001,001,NULL,NULL,
4213,"V - SMB-00 Gear 8910 mild               ",54,1JSIBUV0636,097,040,NULL,NULL,NULL
5409,"RCP Thrust Brg                          ",129,1MRCEP01A,001,013,NULL,NULL,NULL
5339,"cranes - morlina 100                    ",227,AMZLNG01,107,107,NULL,NULL,NULL
4726,"AR Gear w/syn                           ",126,2MARNP01A,001,047,NULL,NULL,NULL
4796,"V - SMB-000 pinion                      ",96,1JRCNHV0451,002,066,NULL,NULL,NULL
3676,"V - SMB-1 gear 8910 m                   ",91,2JAFCUV0036,097,040,NULL,NULL,NULL
3599,"V - 40A/29 - gear -mild                 ",44,1JCDNUV0214A,097,040,NULL,NULL,NULL
5048,"control oil pump                        ",228,2MCONP01A,001,063,NULL,NULL,NULL
340,"DG starting Air                         ",23,1MDGNC01A,003,006,NULL,NULL,NULL
341,"DG starting Air                         ",23,1MDGNC01B,003,006,NULL,NULL,
342,"DG starting Air                         ",23,1MDGNC02A,003,006,NULL,NULL,
5288,"DG starting Air                         ",23,1MDGNC02B,003,006,NULL,NULL,NULL
345,"DG starting Air                         ",23,2MDGNC01B,003,006,NULL,NULL,
346,"DG starting Air                         ",23,2MDGNC02A,003,006,NULL,NULL,
347,"DG starting Air                         ",23,2MDGNC02B,003,006,NULL,NULL,
3683,"Polar Crane Bridge Drive                ",142,3MZCNG01,040,009,NULL,NULL,NULL
350,"DG starting Air                         ",23,3MDGNC02A,003,006,NULL,NULL,
351,"DG starting Air                         ",23,3MDGNC02B,003,006,NULL,NULL,
3601,"V - 40A/86 gear                         ",102,2JEDNUV0027,097,040,NULL,NULL,NULL
4371,"V - SMB-000 gear 8910                   ",97,3JEDNPV0029,097,040,NULL,NULL,NULL
5019,"Essen Chiller                           ",25,2MECAE01,007,009,NULL,NULL,NULL
5241,"OSB crane                               ",252,AMZYNG22,206,047,NULL,NULL,NULL
375,"Essen Chiller                           ",25,3MECBE01,007,009,NULL,NULL,
3923,"Cranes - omala 220                      ",191,3MZFNG01,033,145,NULL,NULL,NULL
3699,"Cranes - omala 220                      ",191,3MZFNG01,052,047,NULL,NULL,
379,"EW Pmp Brgs                             ",27,1MEWAP01,001,001,NULL,NULL,NULL
380,"EW Pmp Brgs                             ",27,1MEWAP01,001,002,NULL,NULL,
381,"EW Pmp Brgs                             ",27,1MEWBP01,001,001,NULL,NULL,
4849,"EW Pmp Brgs                             ",27,1MEWBP01,001,002,NULL,NULL,NULL
383,"EW Pmp Brgs                             ",27,2MEWAP01,001,001,NULL,NULL,
384,"EW Pmp Brgs                             ",27,2MEWAP01,001,002,NULL,NULL,
385,"EW Pmp Brgs                             ",27,2MEWBP01,001,001,NULL,NULL,
3915,"Ammonium Chloride pump                  ",200,2MSCNP032,001,006,NULL,NULL,
388,"EW Pmp Brgs                             ",27,3MEWAP01,001,002,NULL,NULL,
389,"EW Pmp Brgs                             ",27,3MEWBP01,001,001,NULL,NULL,
390,"EW Pmp Brgs                             ",27,3MEWBP01,001,002,NULL,NULL,
3603,"V - 70A/86 gear                         ",71,3JEDNUV0026,097,040,NULL,NULL,NULL
392,"EW Mtr Brgs                             ",28,1MEWAP01,002,002,NULL,NULL,
5369,"Turbine Oil                             ",135,1MLONT01,016,008,NULL,NULL,NULL
198,"Charging Pmp Filter                     ",9,2MCHAP01,001,172,NULL,NULL,
4520,"AR Gear w/syn                           ",126,2MARNP01B,001,047,NULL,NULL,NULL
293,"hpsi pmp ob                             ",17,3MSIAP02,001,002,NULL,NULL,
3538,"SG Snubber                              ",34,1MRCEE01S,017,176,NULL,NULL,NULL
318,"Spray Pond Mtr                          ",19,3MSPAP01,002,004,NULL,NULL,
3757,"cask crane bridge drive                 ",193,3MZFNG01,034,047,NULL,NULL,
3483,"AF pmp brgs                             ",24,1MAFAP01,001,002,NULL,NULL,NULL
3403,"Heat Rem Mtr Up                         ",21,3MEDNP01B,002,003,NULL,NULL,NULL
3539,"RCP Snubber                             ",35,2MRCEP01S,017,153,NULL,NULL,NULL
4642,"Cooling tower motor bearings            ",229,2MCWNA01A,002,002,NULL,NULL,
335,"Heat Rem Mtr Lwr                        ",22,1MEDNP01B,002,004,NULL,NULL,
337,"Heat Rem Mtr Lwr                        ",22,2MEDNP01B,002,004,NULL,NULL,
339,"Heat Rem Mtr Lwr                        ",22,3MEDNP01B,002,004,NULL,NULL,
4149,"V - SMB-00 Gear 8910 mild               ",54,1JSGEHV0042,097,040,NULL,NULL,NULL
3052,"EW Mtr Brgs                             ",28,1MEWBP01,002,001,NULL,NULL,NULL
5038,"EW Mtr Brgs                             ",28,1MEWBP01,002,002,NULL,NULL,NULL
395,"EW Mtr Brgs                             ",28,2MEWAP01,002,001,NULL,NULL,
396,"EW Mtr Brgs                             ",28,2MEWAP01,002,002,NULL,NULL,
397,"EW Mtr Brgs                             ",28,2MEWBP01,002,001,NULL,NULL,
3924,"Cranes - omala 220                      ",191,-1MZFNG01,052,007,NULL,NULL,
400,"EW Mtr Brgs                             ",28,3MEWAP01,002,002,NULL,NULL,
3012,"EW Mtr Brgs                             ",28,3MEWBP01,002,001,NULL,NULL,NULL
402,"EW Mtr Brgs                             ",28,3MEWBP01,002,002,NULL,NULL,
2524,"Emer DG Filter                          ",29,1MDGBF08,027,009,NULL,NULL,NULL
404,"Emer DG Filter                          ",29,1MDGAF08,027,009,NULL,NULL,
406,"Emer DG Filter                          ",29,2MDGBF08,027,009,NULL,NULL,
407,"Emer DG Filter                          ",29,3MDGAF08,027,009,NULL,NULL,
4643,"Cooling tower motor bearings            ",229,2MCWNA01B,002,001,NULL,NULL,
3903,"govenor speed regulator                 ",199,3MDGAH01,161,009,NULL,NULL,
3925,"Cranes - omala 220                      ",191,-1MZFNG01,033,050,NULL,NULL,NULL
4644,"Cooling tower motor bearings            ",229,2MCWNA01B,002,002,NULL,NULL,
3589,"tur bldg crane main hoist mtr           ",173,3MZTNG01,033,130,NULL,NULL,NULL
