Site,Equipment,EquipName,EquipModel,EquipDesignator,EquipSN,MajorCommand,OperatingActivity,Port,SampDate,SampOrderSeq,SampNum,ProcDate,ProcTime,SoftwareVer,ReservoirCap,FilterRating,FluidType,WaterLimit,ISO4Limit,ISO6Limit,ISO14Limit,NASLimit,NAVAirLimit,CharnLimit,HALLimit,SAELimitGT4,SAELimitGT6,SAELimitGT14,SAELimitGT21,SAELimitGT38,SAELimitGT70,HrsMilesOilChange,HrsMilesOverhaul,OilAdded,OperatingHours,LNFNum,OperatorID,Notes,ConcentrationMult,MDiamCum5,MDiamCum10,MDiamCum15,MDiamCum20,MDiamCum25,MDiamCum50,MDiamCum100,MDiamMaxSize,MDiamMeanSize,MDiamStdDev,ISO4,ISO6,ISO14,NAS,NAVAIR,CHARN,HAL,SAE,CDiamCum4,CDiamCum5,CDiamCum6,CDiamCum10,CDiamCum14,CDiamCum15,CDiamCum20,CDiamCum21,CDiamCum25,CDiamCum38,CDiamCum50,CDiamCum70,CDiamCum100,WaterIndex,CutCum20,CutCum25,CutCum50,CutCum100,CutMaxSize,CutCntMean,CutCntStdDev,SlideCum20,SlideCum25,SlideCum50,SlideCum100,SlideMaxSize,SlideCntMean,SlideCntStdDev,FatCum20,FatCum25,FatCum50,FatCum100,FatMaxSize,FatCntMean,FatCntStdDev,OxideCum20,OxideCum25,OxideCum50,OxideCum100,OxideMaxSize,OxideCntMean,OxideCntStdDev,OtherCum20,OtherCum25,OtherCum50,OtherCum100,OtherMaxSize,OtherCntMean,OtherCntStdDev,Fibers,UserSize1,UserCnt1,UserSize2,UserCnt2,UserSize3,UserCnt3,UserSize4,UserCnt4,UserSize5,UserCnt5,UserSize6,UserCnt6,SAE4,SAE6,SAE14,SAE21,SAE38,SAE70,SAEmax,PctSoot,BSW,CFD,GOST,TotalFerrous,FerrousMaxDiam,FerrousMeanDiam,FerrousDiamStdev,Ferrous25,Ferrous38,Ferrous50,Ferrous100,FerrousStatus,SlidingLimit20,SlidingLimit25,SlidingLimit50,SlidingLimit100,SlidingLimitTotal,FatigueLimit20,FatigueLimit25,FatigueLimit50,FatigueLimit100,FatigueLimitTotal,CuttingLimit20,CuttingLimit25,CuttingLimit50,CuttingLimit100,CuttingLimitTotal,NonMetallicLimit20,NonMetallicLimit25,NonMetallicLimit50,NonMetallicLimit100,NonMetallicLimitTotal,SootLimit,GOSTLimit
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-22 00:00:00.000,2,55543,2018-02-22 00:00:00.000,12:29:58.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,5316.6,950.7,26.94,15.39,9.62,1.92,0,82,5.96,2.27,20,17,10,9,6,4400,17,10,5306.59,2320.1,940.69,21.55,9.24,7.7,1.54,1.54,1.54,1.54,0,0,0,0,0,0,0,0,0,0,0,6.16,4.62,0,0,33.23,27.3,4.32,1.54,0,0,0,20.37,20.37,0,4.62,3.08,1.54,0,82.26,43.07,27.82,0,0,0,0,0,0,0,3.08,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,10,9,5,5,7,0,10,0,0,0.99,16,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-22 00:00:00.000,3,55543,2018-02-22 00:00:00.000,12:35:47.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,1663.43,219.37,57.75,15.4,9.62,1.92,1.92,199,6.04,4.11,18,15,12,7,4,6300,16,8,1651.47,601.86,207.41,41.56,24.63,20.01,6.16,6.16,4.62,1.54,1.54,0,0,0,1.54,1.54,1.54,1.54,199.8,199.8,0.04,1.54,1.54,0,0,26.6,26.6,0,6.16,4.62,0,0,30.95,28.01,3.43,3.08,0,0,0,21.1,21.03,0.07,0,0,0,0,0,0,0,3.08,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,8,7,6,7,7,0,8,0,0,0.66,16,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-22 00:00:00.000,4,55544,2018-02-22 00:00:00.000,13:25:00.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,163.22,68.26,13.47,5.77,1.92,0,0,35,7.94,3.8,14,13,9,5,2,400,10,5,159.03,101.37,64.07,10.8,3.09,1.54,1.54,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,22.09,22.09,0,1.54,0,0,0,20.96,20.96,0,1.54,1.54,0,0,35.96,35.96,0.01,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,5,5,3,5,0,0,5,0,0,0.07,9,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-22 00:00:00.000,5,55545,2018-02-22 00:00:00.000,13:32:49.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,2951.05,64,17.32,9.62,5.77,0,0,48,5.17,1.3,19,13,11,7,4,1300,17,9,2948.55,805.64,61.5,15.06,11.72,10.04,5.02,5.02,1.67,1.67,0,0,0,0,1.67,1.67,0,0,39.05,39.05,0,1.67,1.67,0,0,27.62,27.62,0,3.35,1.67,0,0,48.53,36.61,11.91,1.67,0,0,0,22.77,22.77,0,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,9,5,5,6,7,0,9,0,0,0.5,11,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-22 00:00:00.000,6,55562,2018-02-22 00:00:00.000,13:41:59.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,492.9,24.92,3.85,1.92,1.92,1.92,0,53,5.45,3.01,16,12,8,5,1,800,10,6,490.59,146.29,22.6,4.62,1.54,1.54,1.54,1.54,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,1.54,1.54,0,53.21,53.21,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,6,3,2,5,0,0,6,0,0,0.13,8,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-22 00:00:00.000,7,55562,2018-02-22 00:00:00.000,13:48:07.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,5710.4,11.55,5.77,1.92,1.92,0,0,26,5.02,0.47,20,11,8,3,0,2000,17,10,5709.79,1435.64,10.93,5.46,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,1.82,0,0,26.72,26.72,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,10,2,2,0,0,0,10,0,0,0.57,7,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-22 00:00:00.000,8,55563,2018-02-22 00:00:00.000,13:56:29.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,8085.23,7.7,5.77,1.92,0,0,0,22,5.01,0.33,20,10,8,3,0,4400,17,11,8084.81,2026.66,7.28,3.64,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,22.85,22.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,11,2,2,0,0,0,11,0,0,0.79,6,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-23 00:00:00.000,0,55564,2018-02-23 00:00:00.000,12:21:12.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,26743.23,5352.72,159.71,50.03,26.94,0,0,39,6.05,2.18,22,20,13,12,NULL,15000,17,12,26735.42,11855.07,5344.91,220.37,50.85,37.67,13.18,11.3,3.77,0,0,0,0,0,3.77,1.88,0,0,26.72,25.07,1.64,5.65,5.65,0,0,39.83,34.11,6.02,18.83,7.53,0,0,30.15,24.28,3.34,16.95,11.3,0,0,37.7,28.56,5.07,3.77,0,0,0,24.7,24.7,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,12,11,7,7,0,0,12,0,0,4.76,12,0,34.95,29.55,2.12,5.53,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-23 00:00:00.000,1,55564,2018-02-23 00:00:00.000,12:33:19.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,3772.6,1258.86,192.42,59.65,36.56,0,0,37,7.21,3.28,19,17,13,9,6,4400,17,9,3689.36,1951.14,1175.63,213.9,53.86,40.01,13.85,13.85,4.62,0,0,0,0,0,4.62,0,0,0,24.33,22.51,1.35,7.69,6.16,0,0,28.11,25.87,1.55,15.39,7.69,0,0,37.62,25.61,5.32,20.01,15.39,0,0,37.62,29.12,5.71,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,9,9,7,8,0,0,9,0,0,1.36,12,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-23 00:00:00.000,2,55565,2018-02-23 00:00:00.000,12:40:05.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,7413.29,1035.36,57.73,28.86,21.17,1.92,0,88,5.79,2.19,20,17,12,9,6,6300,17,10,7393.24,2924.01,1015.31,55.4,24.62,23.08,13.85,13.85,4.62,1.54,1.54,0,0,0,7.69,6.16,0,0,49.43,32.29,9.45,0,0,0,0,0,0,0,4.62,4.62,0,0,40.96,33.88,5.2,7.69,3.08,1.54,0,88.92,37.69,25.68,3.08,3.08,0,0,43.01,38.08,4.94,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,10,9,6,8,7,0,10,0,0,1.63,12,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-23 00:00:00.000,3,55565,2018-02-23 00:00:00.000,12:47:26.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,9280.46,1312.33,76.97,34.64,23.09,0,0,49,5.79,2.1,20,17,12,9,6,4400,17,11,9267.06,3674.75,1298.93,98.71,31.73,26.44,15.86,10.58,0,0,0,0,0,0,5.29,3.53,0,0,49.03,34.2,10.84,5.29,3.53,0,0,33.6,28.16,4.72,8.81,3.53,0,0,31.63,25.3,3.93,12.34,10.58,0,0,37.78,30.1,4.93,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,11,9,6,7,0,0,11,0,0,1.57,12,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-27 00:00:00.000,0,55574,2018-02-27 00:00:00.000,13:08:44.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,15842.67,942.52,125.07,73.12,44.26,0,0,40,5.38,1.73,21,17,13,9,5,6300,17,11,15836.68,4928.71,936.54,116.57,69.22,60.11,20.04,12.75,3.64,0,0,0,0,0,9.11,5.46,0,0,32.95,29.13,4.75,25.5,20.04,0,0,36.77,29.45,5.39,21.86,10.93,0,0,40.21,25.08,5.35,12.75,3.64,0,0,35.21,25.44,4.25,1.82,1.82,0,0,27.62,27.62,0,1.82,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,11,9,7,8,0,0,11,0,0,2.34,16,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-27 00:00:00.000,1,55575,2018-02-27 00:00:00.000,13:16:15.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,7715.63,448.77,61.57,30.79,21.17,3.85,0,84,5.38,1.92,20,16,12,8,5,15000,17,10,7708.16,2315.09,441.3,58.36,30.07,22.99,7.07,5.31,3.54,1.77,1.77,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,23.43,21.9,1.53,10.61,5.31,0,0,26.6,24.84,1.46,10.61,10.61,3.54,0,84.92,42.79,20.44,3.54,3.54,0,0,40.89,33.8,7.08,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,10,8,6,6,7,0,10,0,0,1.53,12,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-28 00:00:00.000,0,55593,2018-02-28 00:00:00.000,12:10:44.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,13323.92,7.7,5.77,0,0,0,0,18,5.01,0.22,21,10,8,3,0,4400,17,11,13323.72,3336.55,7.5,3.75,1.87,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,11,2,2,0,0,0,11,0,0,1.29,6,0,44.2,33.25,7.39,1.3,0.32,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-28 00:00:00.000,1,55593,2018-02-28 00:00:00.000,12:15:56.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,1054.37,73.33,9.62,1.92,0,0,0,21,5.41,1.56,17,13,NULL,5,2,800,12,8,1052.78,327.43,71.73,9.95,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,21.1,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,8,5,0,0,0,0,8,0,0,0.14,9,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-28 00:00:00.000,2,55593,2018-02-28 00:00:00.000,12:23:27.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,558.89,184.51,67.37,23.1,17.32,1.92,0,57,7.9,5.03,16,15,12,8,4,4400,11,8,544.62,283.89,170.24,61.57,32.33,30.79,12.31,12.31,6.16,1.54,0,0,0,0,3.08,1.54,0,0,25.43,23.27,2.16,0,0,0,0,0,0,0,7.7,7.7,0,0,32.2,29.19,2.39,7.7,4.62,1.54,0,57.61,31.37,13.56,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,7,6,6,8,7,0,8,0,0,0.55,11,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-28 00:00:00.000,3,55594,2018-02-28 00:00:00.000,12:29:08.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,22076.71,181.15,21.17,9.62,7.7,0,0,44,5.05,0.62,22,15,11,7,3,6300,17,12,22074.95,5681,179.4,21.77,10.89,10.89,3.63,3.63,3.63,0,0,0,0,0,1.81,1.81,0,0,28.16,28.16,0.01,1.81,1.81,0,0,30.95,30.95,0,3.63,1.81,0,0,36.72,29.41,7.31,1.81,1.81,0,0,44.53,44.53,0,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,12,6,5,6,0,0,12,0,0,2.35,10,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-28 00:00:00.000,4,55595,2018-02-28 00:00:00.000,12:35:28.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,2138.53,173.69,50.03,21.17,11.55,0,0,37,5.61,2.36,18,15,12,7,4,4400,17,9,2134.15,719.46,169.31,42.55,31.92,30.14,8.87,8.87,3.55,0,0,0,0,0,1.77,1.77,0,0,28.16,28.16,0.01,0,0,0,0,0,0,0,5.32,5.32,0,0,29.74,28.86,0.74,12.41,3.55,0,0,37.7,24.04,5.91,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,9,6,6,7,0,0,9,0,0,0.51,11,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-28 00:00:00.000,5,55596,2018-02-28 00:00:00.000,12:42:00.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,907.63,205.33,82.74,42.33,32.71,3.85,1.92,146,7.35,6.42,17,15,13,10,NULL,100000,13,10,890.71,392.65,188.41,62.39,45.23,37.44,24.96,21.84,10.92,1.56,1.56,1.56,1.56,0,3.12,1.56,0,0,32.95,28.19,4.76,3.12,3.12,1.56,0,56.86,49.46,7.4,10.92,9.36,0,0,33.6,28.72,2.94,17.16,12.48,1.56,1.56,146.81,39.43,34.57,0,0,0,0,0,0,0,0,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,7,6,7,8,7,10,10,0,0,0.91,13,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-28 00:00:00.000,6,55596,2018-02-28 00:00:00.000,12:54:43.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,201.93,81.59,28.86,11.55,7.7,1.92,0,55,8.72,6.09,15,13,10,6,3,800,15,6,195.76,118.88,75.43,21.54,7.69,6.16,4.62,4.62,1.54,0,0,0,0,0,0,0,0,0,0,0,0,3.08,1.54,0,0,28.8,26.05,2.75,3.08,1.54,0,0,27.4,24.66,2.75,4.62,3.08,1.54,0,55.54,37.89,13.47,0,0,0,0,0,0,0,1.54,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,5,5,4,6,0,0,6,0,0,0.2,15,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-28 00:00:00.000,7,55596,2018-02-28 00:00:00.000,13:00:04.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,271.85,57.57,9.62,5.77,3.85,3.85,0,70,6.92,5.71,15,13,10,7,4,6300,15,7,265.69,118.38,51.41,13.85,6.16,3.08,3.08,3.08,3.08,1.54,1.54,0,0,0,0,0,0,0,0,0,0,3.08,1.54,1.54,0,67.1,45.71,21.39,0,0,0,0,0,0,0,1.54,1.54,1.54,0,70.17,70.17,0.01,0,0,0,0,0,0,0,1.54,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,6,5,4,6,7,0,7,0,0,0.38,15,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-02-28 00:00:00.000,8,55626,2018-02-28 00:00:00.000,13:06:56.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,TEALD,NULL,NULL,2707.91,1130.14,548.39,375.22,280.93,57.73,3.85,153,10.43,8.97,19,17,15,11,NULL,NULL,17,11,2574.2,1491.16,996.43,463.2,281.61,250.83,160.04,138.5,100.03,27.7,10.77,3.08,0,0,36.93,20.01,1.54,0,59.74,29.28,9.07,47.7,32.32,1.54,0,54.17,29.49,7.73,41.55,18.47,3.08,0,71.81,29.14,13.53,160.04,141.57,33.85,1.54,143.71,40.62,17.35,15.39,12.31,6.16,1.54,153.91,58.7,38.73,12.31,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,9,9,10,11,11,11,11,0,0,9.83,NULL,0,67.72,37.25,13.93,3.85,0.55,0.55,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,2018-03-05 00:00:00.000,0,55657,2018-03-05 00:00:00.000,09:40:05.0000000,6.0.,0,0,Hydraulic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1165,NULL,NULL,NULL,1538790,507980.4,60296.48,16424.17,8913.61,169.6,0,79,7.05,3.05,28,26,20,12,NULL,NULL,17,NULL,1513238,836402.4,482428.9,65273.28,9341.6,6520.5,1235.2,948.13,397.25,1.55,1.55,0,0,0,2752.82,1345.38,41.9,0,79.73,26.58,6.6,5612.72,3041.45,12.41,0,60.1,26.13,4.68,1815.56,217.25,0,0,35.21,22.48,2.16,3358.01,2371.09,80.69,0,77.56,30.34,8.44,687.43,280.87,1.55,0,58.21,26.75,6.83,918.64,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,NULL,NULL,NULL,NULL,7,0,NULL,0,0.02,430.97,NULL,0,0,0,0,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
